"Peat_amount"	"Layer"	"Year"	"DPM_pool_accummulated_SOC"	"RPM_pool_accummulated_SOC"	"BIO_pool_accummulated_SOC"	"HUM_pool_accummulated_SOC"	"Total_SOC_accummulated"	"SOC_stock_with_accummulation"
"Minus50"	"F"	71	0.00151677858333333	0.468622775166667	0.0300333586666667	1.56380417066667	2.06397708333333	19.3752224358333
"Plus50"	"F"	71	0.0037001135	0.56925985525	0.0321331441666667	1.45888397041667	2.06397708333333	24.9653498533333
"Mean"	"H"	71	0.0618589563333333	11.2251522891667	0.694191066583333	16.5603456075	28.5415479166667	130.245063008333
"Minus50"	"H"	71	0.0366252004166667	10.2183449716667	0.68496915025	17.6016085941667	28.5415479166667	109.94570735
"Plus50"	"H"	71	0.0814284999166667	11.9750329766667	0.70059222525	15.7844942141667	28.5415479166667	150.544287991667
"Mean"	"F"	72	0.00282224525	0.53260015425	0.0315832954166667	1.52582138841667	2.09282708333333	22.35837303
"Minus50"	"F"	72	0.00158936875	0.474342803416667	0.0303464160833333	1.58654849508333	2.09282708333333	19.4477828975
"Plus50"	"F"	72	0.00385821433333333	0.58043157475	0.0325837329166667	1.47595356133333	2.09282708333333	25.2689612808333
"Mean"	"H"	72	0.0645690669166667	11.4114947675	0.702779061083333	16.7616550208333	28.9404979166667	131.779661608333
"Minus50"	"H"	72	0.0384107834166667	10.3506795966667	0.692767159916667	17.8586403775	28.9404979166667	110.631851358333
"Plus50"	"H"	72	0.0847026315833333	12.194327675	0.709662222833333	15.9518053866667	28.9404979166667	152.927343466667
"Mean"	"F"	73	0.00294610616666667	0.541673875583333	0.0319813618333333	1.54507573983333	2.12167708333333	22.5496221141667
"Minus50"	"F"	73	0.00166341483333333	0.480182781416667	0.0306620675	1.60916881941667	2.12167708333333	19.522497275
"Plus50"	"F"	73	0.00401783708333333	0.591827086	0.0330409723333333	1.49279118766667	2.12167708333333	25.5767451075
"Mean"	"H"	73	0.06730527	11.6010121808333	0.711425209916667	16.959705255	29.3394479166667	133.339595491667
"Minus50"	"H"	73	0.0402294839166667	10.4854128683333	0.7005954795	18.113210085	29.3394479166667	111.335252158333
"Plus50"	"H"	73	0.0879907493333333	12.4168039141667	0.718800392083333	16.1158528625	29.3394479166667	155.343812766667
"Mean"	"F"	74	0.00307160916666667	0.550940034083333	0.0323848179166667	1.564130622	2.15052708333333	22.7439594108333
"Minus50"	"F"	74	0.001738889	0.486144238666667	0.0309804658333333	1.63166348958333	2.15052708333333	19.5993082075
"Plus50"	"F"	74	0.00417889308333333	0.603442041666667	0.0335048825833333	1.50940126616667	2.15052708333333	25.8886088033333
"Mean"	"H"	74	0.0700657229166667	11.7936508008333	0.720131333333333	17.15455006	29.7383979166667	134.924292816667
"Minus50"	"H"	74	0.04208026925	10.6225701741667	0.708457239083333	18.3652902341667	29.7383979166667	112.055475075
"Plus50"	"H"	74	0.0912909093333333	12.6423636433333	0.7280075425	16.2767358225	29.7383979166667	157.792986925
"Mean"	"F"	75	0.00319869983333333	0.560396921333333	0.03279374025	1.582987722	2.17937708333333	22.9413052958333
"Minus50"	"F"	75	0.00181576958333333	0.49222854575	0.0313017541666667	1.654031014	2.17937708333333	19.6781567516667
"Plus50"	"F"	75	0.00434130941666667	0.6152720515	0.0339754684166667	1.52578825383333	2.17937708333333	26.2044520675
"Mean"	"H"	75	0.0728489121666667	11.9893548041667	0.7288989605	17.3462452408333	30.1373479166667	136.533142658333
"Minus50"	"H"	75	0.0439622838333333	10.762172715	0.716355349666667	18.6148575691667	30.1373479166667	112.792071075
"Plus50"	"H"	75	0.0946015920833333	12.8709100283333	0.737284199	16.4345520983333	30.1373479166667	160.274093075
"Mean"	"F"	76	0.00332729366666667	0.570042586666667	0.0332081944166667	1.60164900875	2.20822708333333	23.1411320691667
"Minus50"	"F"	76	0.00189401508333333	0.498436838083333	0.031626066	1.67627016416667	2.20822708333333	19.7587606375
"Plus50"	"F"	76	0.00450497708333333	0.627312585	0.03445272575	1.54195679558333	2.20822708333333	26.5235017666667
"Mean"	"H"	76	0.0756527685	12.1880652016667	0.737729450083333	17.5348504975	30.5362979166667	138.162357441667
"Minus50"	"H"	76	0.0458742440833333	10.9042362783333	0.724292570166667	18.8618948241667	30.5362979166667	113.543007708333
"Plus50"	"H"	76	0.0979206538333333	13.1023464466667	0.746630753916667	16.5894000625	30.5362979166667	162.781588466667
"Mean"	"F"	77	0.00345722125	0.579874461833333	0.0336282381666667	1.62011716216667	2.23707708333333	23.3429885316667
"Minus50"	"F"	77	0.00197353066666667	0.504769727916667	0.0319535274166667	1.69838029716667	2.23707708333333	19.8408765425
"Plus50"	"F"	77	0.00466968183333333	0.639558566333333	0.0349366460833333	1.55791218908333	2.23707708333333	26.8450988241667
"Mean"	"H"	77	0.0784735131666667	12.389714785	0.746624171166667	17.7204354466667	30.9352479166667	139.808668233333
"Minus50"	"H"	77	0.0478136165	11.0487662583333	0.73227160225	19.1063964408333	30.9352479166667	114.30651665
"Plus50"	"H"	77	0.101243991916667	13.3365717108333	0.756047704083333	16.7413845091667	30.9352479166667	165.3107036
"Mean"	"F"	78	0.003588395	0.58988982975	0.0340539103333333	1.63839494791667	2.26592708333333	23.546864605
"Minus50"	"F"	78	0.00205426891666667	0.511227649333333	0.0322842506666667	1.72036091416667	2.26592708333333	19.9244823741667
"Plus50"	"F"	78	0.00483531575	0.652004876333333	0.03542720075	1.5736596905	2.26592708333333	27.1692451841667
"Mean"	"H"	78	0.0813090488333333	12.5942345616667	0.755584117333333	17.9030701875	31.3341979166667	141.471945725
"Minus50"	"H"	78	0.0497789605833333	11.195763745	0.740294850666667	19.3483603591667	31.3341979166667	115.082404025
"Plus50"	"H"	78	0.10456952725	13.5734857191667	0.765535166833333	16.8906075058333	31.3341979166667	167.861373758333
"Mean"	"F"	79	0.00372076525	0.600085938333333	0.034485236	1.6564851435	2.29477708333333	23.752724245
"Minus50"	"F"	79	0.0021362055	0.517810935166667	0.0326183370833333	1.74221160541667	2.29477708333333	20.0095436908333
"Plus50"	"F"	79	0.00500181925	0.6646464785	0.0359243469166667	1.5892044385	2.29477708333333	27.4959031816667
"Mean"	"H"	79	0.08415813475	12.8015556641667	0.764609988083333	18.0828241291667	31.7331479166667	143.1518794
"Minus50"	"H"	79	0.0517693926666667	11.3452270841667	0.748364473916667	19.5877869666667	31.7331479166667	115.870389808333
"Plus50"	"H"	79	0.1078962	13.8129912566667	0.775092974666667	17.037167485	31.7331479166667	170.43325795
"Mean"	"F"	80	0.00385429258333333	0.61046001325	0.0349222285	1.674390549	2.32362708333333	23.960525595
"Minus50"	"F"	80	0.00221932208333333	0.524519824916667	0.0329558791666667	1.76393205708333	2.32362708333333	20.0960237716667
"Plus50"	"F"	80	0.005169148	0.677478434083333	0.03642803075	1.60455147066667	2.32362708333333	27.8250258408333
"Mean"	"H"	80	0.08701981625	13.0116097075	0.773702261	18.2597661316667	32.1320979166667	144.8481132
"Minus50"	"H"	80	0.0537842025	11.4971521308333	0.756482427583333	19.824679155	32.1320979166667	116.6701755
"Plus50"	"H"	80	0.11122328625	14.0549942616667	0.7847207615	17.1811596075	32.1320979166667	173.0259425
"Mean"	"F"	81	0.00398892	0.621009199583333	0.0353648935	1.69211407016667	2.35247708333333	24.1699271233333
"Minus50"	"F"	81	0.00230358733333333	0.531354416583333	0.0332969620833333	1.78552211741667	2.35247708333333	20.1837366508333
"Plus50"	"F"	81	0.0053372345	0.690495835583333	0.0369381934166667	1.61970581958333	2.35247708333333	28.1561160608333
"Mean"	"H"	81	0.0898928164166667	13.2243281375	0.782861279583333	18.4339656841667	32.5310479166667	146.558166658333
"Minus50"	"H"	81	0.05582242525	11.6515315491667	0.764650518666667	20.0590434233333	32.5310479166667	117.480404541667
"Plus50"	"H"	81	0.114549696583333	14.2994031466667	0.79441807125	17.3226770025	32.5310479166667	175.635823
"Mean"	"F"	82	0.0041245365	0.63173033325	0.0358132318333333	1.70965898166667	2.38132708333333	24.38063778
"Minus50"	"F"	82	0.00238893575	0.538314485166667	0.0336416640833333	1.80698199833333	2.38132708333333	20.2725221691667
"Plus50"	"F"	82	0.0055059475	0.7036935705	0.0374547746666667	1.63467279083333	2.38132708333333	28.488751895
"Mean"	"H"	82	0.0927748059166667	13.4396392958333	0.792087380416667	18.6054964325	32.9299979166667	148.279902175
"Minus50"	"H"	82	0.0578822998333333	11.8083518325	0.77287047625	20.2908933075	32.9299979166667	118.299895891667
"Plus50"	"H"	82	0.11787314175	14.5461260158333	0.804184515333333	17.4618142408333	32.9299979166667	178.259805366667
"Mean"	"F"	83	0.00426108383333333	0.642620217083333	0.0362672315	1.727028551	2.41017708333333	24.5926602333333
"Minus50"	"F"	83	0.0024753335	0.545399701083333	0.0339900530833333	1.82831199591667	2.41017708333333	20.3623675908333
"Plus50"	"F"	83	0.00567522083333333	0.717066595333333	0.0379777014166667	1.64945756575	2.41017708333333	28.8229514241667
"Mean"	"H"	83	0.095664505	13.6574719	0.801380651416667	18.7744308575	33.3289479166667	150.013273616667
"Minus50"	"H"	83	0.0599627826666667	11.9675969933333	0.781143797	20.520244345	33.3289479166667	119.128518033333
"Plus50"	"H"	83	0.121192554583333	14.7950734725	0.8140194735	17.5986624158333	33.3289479166667	180.897928775
"Mean"	"F"	84	0.00439852725	0.65367568825	0.0367268705	1.74422599725	2.43902708333333	24.8059795025
"Minus50"	"F"	84	0.00256276108333333	0.552609679	0.0343421885	1.84951245441667	2.43902708333333	20.4532518708333
"Plus50"	"F"	84	0.00584501891666667	0.730610009333333	0.0385068929166667	1.66406516233333	2.43902708333333	29.1587057208333
"Mean"	"H"	84	0.0985611675	13.87775609	0.8107409825	18.9408396775	33.7278979166667	151.758112658333
"Minus50"	"H"	84	0.0620631945	12.12924956	0.789471782416667	20.7471133783333	33.7278979166667	119.966082208333
"Plus50"	"H"	84	0.12450747725	15.0461595058333	0.823922150583333	17.7333087841667	33.7278979166667	183.550045458333
"Mean"	"F"	85	0.00453683958333333	0.664893623583333	0.0371921205833333	1.76125449941667	2.46787708333333	25.0205764233333
"Minus50"	"F"	85	0.00265120325	0.559943983916667	0.0346981235833333	1.8705837725	2.46787708333333	20.545152395
"Plus50"	"F"	85	0.0060153155	0.7443190555	0.0390422619166667	1.67850045058333	2.46787708333333	29.4959990866667
"Mean"	"H"	85	0.101464224916667	14.1004235825	0.820168116083333	19.104791995	34.1268479166667	153.514219583333
"Minus50"	"H"	85	0.0641829741666667	12.2932907641667	0.797855570416667	20.9715186075	34.1268479166667	120.812387491667
"Plus50"	"H"	85	0.127817646083333	15.2993015408333	0.833891635333333	17.865837095	34.1268479166667	186.215956766667
"Mean"	"F"	86	0.00467598	0.67627089875	0.0376629475833333	1.77811725683333	2.49672708333333	25.2362067975
"Minus50"	"F"	86	0.00274063616666667	0.567402095833333	0.0350579045833333	1.89152644683333	2.49672708333333	20.6379345116667
"Plus50"	"F"	86	0.00618606783333333	0.758189075666667	0.0395837185833333	1.69276822116667	2.49672708333333	29.8344777566667
"Mean"	"H"	86	0.104372875	14.3254071825	0.829661711916667	19.2663561458333	34.5257979166667	155.279800441667
"Minus50"	"H"	86	0.0663213738333333	12.4597000508333	0.80629617775	21.1934803141667	34.5257979166667	121.66643935
"Plus50"	"H"	86	0.131122524833333	15.5544199208333	0.84392697175	17.9963284983333	34.5257979166667	188.893069408333
"Mean"	"F"	87	0.00481586958333333	0.687804228833333	0.0381393156666667	1.79481766925	2.52557708333333	25.4526639008333
"Minus50"	"F"	87	0.00283100908333333	0.574983280583333	0.0354215738333333	1.91234121975	2.52557708333333	20.7314827866667
"Plus50"	"F"	87	0.00635718716666667	0.772215344916667	0.0401311751666667	1.706873376	2.52557708333333	30.1738437275
"Mean"	"H"	87	0.1072855705	14.5526388291667	0.83922144075	19.4256020758333	34.9247479166667	157.053316883333
"Minus50"	"H"	87	0.06847707175	12.6284530466667	0.814794558	21.41302324	34.9247479166667	122.527374425
"Plus50"	"H"	87	0.13442073525	15.8114360658333	0.85402727875	18.1248638358333	34.9247479166667	191.579169966667
"Mean"	"F"	88	0.0049564665	0.699490351166667	0.0386211801666667	1.81135908541667	2.55442708333333	25.6699608891667
"Minus50"	"F"	88	0.00292229591666667	0.5826867445	0.035789165	1.93302887758333	2.55442708333333	20.8257921808333
"Plus50"	"F"	88	0.00652863125	0.786393248333333	0.0406845356666667	1.72082066775	2.55442708333333	30.514128355
"Mean"	"H"	88	0.11020149575	14.782051685	0.848846809666667	19.5825979275	35.3236979166667	158.834797041667
"Minus50"	"H"	88	0.07064926925	12.7995240583333	0.823351486666667	21.6301731041667	35.3236979166667	123.3951159
"Plus50"	"H"	88	0.137711725333333	16.07027402	0.864191532166667	18.2515206391667	35.3236979166667	194.2743916
"Mean"	"F"	89	0.0050977465	0.711326070083333	0.03910849025	1.8277447765	2.58327708333333	25.8880972833333
"Minus50"	"F"	89	0.003014481	0.590511669166667	0.0361607059166667	1.95359022733333	2.58327708333333	20.9208512683333
"Plus50"	"F"	89	0.00670037866666667	0.800718323916667	0.0412436995833333	1.73461468125	2.58327708333333	30.8553420941667
"Mean"	"H"	89	0.113120205166667	15.0135807775	0.8585371975	19.7374097366667	35.7226479166667	160.624175491667
"Minus50"	"H"	89	0.0728374354166667	12.9728867525	0.831967589083333	21.8449561383333	35.7226479166667	124.269543283333
"Plus50"	"H"	89	0.140995350166667	16.3308609791667	0.874418604666667	18.3763729825	35.7226479166667	196.978723925
"Mean"	"F"	90	0.00523969008333333	0.7233082585	0.0396011906666667	1.84397794416667	2.61212708333333	26.1070690683333
"Minus50"	"F"	90	0.0031075515	0.59845721425	0.036536219	1.97402609875	2.61212708333333	21.0166472833333
"Plus50"	"F"	90	0.00687241383333333	0.815186260916667	0.0418085636666667	1.74825984483333	2.61212708333333	31.1974896916667
"Mean"	"H"	90	0.116041373	15.2471630541667	0.8682918915	19.8901015966667	36.1215979166667	162.421361141667
"Minus50"	"H"	90	0.0750411265	13.1485142858333	0.840643367	22.0573991358333	36.1215979166667	125.150526283333
"Plus50"	"H"	90	0.144271588333333	16.5931272608333	0.884707304916667	18.4994917641667	36.1215979166667	199.692115083333
"Mean"	"F"	91	0.00538224533333333	0.735433767166667	0.0400992259166667	1.86006184516667	2.64097708333333	26.3263663033333
"Minus50"	"F"	91	0.00320147283333333	0.606522440416667	0.0369157233333333	1.99433744691667	2.64097708333333	21.1129148966667
"Plus50"	"F"	91	0.00704468316666667	0.829792809666667	0.0423790275833333	1.76176056333333	2.64097708333333	31.5398165941667
"Mean"	"H"	91	0.11896408075	15.4827363708333	0.878110190916667	20.0407372741667	36.5205479166667	164.222680616667
"Minus50"	"H"	91	0.0772594365	13.3263781691667	0.849379269083333	22.2675310433333	36.5205479166667	126.0361464
"Plus50"	"H"	91	0.14753974825	16.8570053983333	0.89505649925	18.6209462691667	36.5205479166667	202.409136741667
"Mean"	"F"	92	0.00552527716666667	0.74769909875	0.0406025436666667	1.8760001635	2.66982708333333	26.5455623575
"Minus50"	"F"	92	0.00329615391666667	0.614706027583333	0.0372992358333333	2.01452566591667	2.66982708333333	21.2094308266667
"Plus50"	"F"	92	0.007217033	0.844533456083333	0.0429549995833333	1.77512159458333	2.66982708333333	31.8816928158333
"Mean"	"H"	92	0.12188578175	15.7202356083333	0.887991597583333	20.1893849291667	36.9194979166667	166.025027533333
"Minus50"	"H"	92	0.0794901863333333	13.5064439333333	0.8581758095	22.4753879875	36.9194979166667	126.92477145
"Plus50"	"H"	92	0.150797332333333	17.1224267583333	0.90546533975	18.740808485	36.9194979166667	205.12520835
"Mean"	"F"	93	0.00566872941666667	0.76010077325	0.04111108175	1.89179649916667	2.69867708333333	26.7647239675
"Minus50"	"F"	93	0.003391555	0.623006599416667	0.0376867641666667	2.03459216466667	2.69867708333333	21.3062188508333
"Plus50"	"F"	93	0.00738940558333333	0.859403767916667	0.0435363786666667	1.78834753125	2.69867708333333	32.2232280566667
"Mean"	"H"	93	0.12480543	15.9595965975	0.897935410166667	20.3361104783333	37.3184479166667	167.828809291667
"Minus50"	"H"	93	0.0817323205833333	13.6886760716667	0.86703329775	22.6810062266667	37.3184479166667	127.8165289
"Plus50"	"H"	93	0.154043518416667	17.3893244466667	0.91593278175	18.85914717	37.3184479166667	207.84101725
"Mean"	"F"	94	0.00581258133333333	0.7726354155	0.0416247705833333	1.90745431575	2.72752708333333	26.983885765
"Minus50"	"F"	94	0.00348765891666667	0.631422793666667	0.0380783093333333	2.05453832108333	2.72752708333333	21.4032870491667
"Plus50"	"F"	94	0.00756178683333333	0.87439948425	0.0441230575	1.80144275466667	2.72752708333333	32.5644834933333
"Mean"	"H"	94	0.127722725	16.2007573825	0.907940784666667	20.4809770241667	37.7173979166667	169.634210925
"Minus50"	"H"	94	0.0839853515833333	13.873039315	0.875951887583333	22.8844213633333	37.7173979166667	128.71143765
"Plus50"	"H"	94	0.157278302083333	17.6576344908333	0.926457650416667	18.9760274725	37.7173979166667	210.556914625
"Mean"	"F"	95	0.00595682283333333	0.785299761333333	0.04214353825	1.92297696108333	2.75637708333333	27.2030730783333
"Minus50"	"F"	95	0.00358445683333333	0.63995326625	0.03847386875	2.07436549166667	2.75637708333333	21.5006392075
"Plus50"	"F"	95	0.00773417341666667	0.889516520416667	0.0447149270833333	1.81441146241667	2.75637708333333	32.9055060058333
"Mean"	"H"	95	0.130637588083333	16.44365835	0.9180067955	20.6240451833333	38.1163479166667	171.441348266667
"Minus50"	"H"	95	0.08624896725	14.0594987908333	0.884931622916667	23.0856685358333	38.1163479166667	129.60948455
"Plus50"	"H"	95	0.160501910916667	17.9272959558333	0.937038705416667	19.0915113441667	38.1163479166667	213.273145241667
"Mean"	"F"	96	0.00610140383333333	0.798090546583333	0.0426673138333333	1.93836781933333	2.78522708333333	27.4216533375
"Minus50"	"F"	96	0.00368191116666667	0.648596593166667	0.0388734369166667	2.09407514225	2.78522708333333	21.5979504841667
"Plus50"	"F"	96	0.00790651633333333	0.904750862333333	0.0453118819166667	1.82725782258333	2.78522708333333	33.2453552883333
"Mean"	"H"	96	0.133549226333333	16.6882410866667	0.9281325685	20.7653750358333	38.5152979166667	173.245677166667
"Minus50"	"H"	96	0.088522294	14.248018655	0.893972531583333	23.284784435	38.5152979166667	130.5083289
"Plus50"	"H"	96	0.163713775916667	18.1982499975	0.947674796083333	19.2056593475	38.5152979166667	215.982961533333
"Mean"	"F"	97	0.00624617025	0.811004119416667	0.0431960339166667	1.95363075966667	2.81407708333333	27.6391006591667
"Minus50"	"F"	97	0.00377991366666667	0.65735092475	0.0392770085833333	2.11366923625	2.81407708333333	21.694949715
"Plus50"	"F"	97	0.00807864308333333	0.920098188333333	0.0459138315833333	1.83998642016667	2.81407708333333	33.5832507458333
"Mean"	"H"	97	0.136454850833333	16.9344439575	0.938317524833333	20.9050315841667	38.9142479166667	175.043378741667
"Minus50"	"H"	97	0.090802863	14.4385569291667	0.903074784416667	23.48181334	38.9142479166667	131.405995033333
"Plus50"	"H"	97	0.166911139416667	18.4704360841667	0.958365148833333	19.3185355433333	38.9142479166667	218.6807014
"Mean"	"F"	98	0.00639106591666667	0.824036863416667	0.0437296241666667	1.96876952975	2.84292708333333	27.8555276458333
"Minus50"	"F"	98	0.00387842033333333	0.666214377	0.0396845694166667	2.13314971633333	2.84292708333333	21.7916852783333
"Plus50"	"F"	98	0.00825049791666667	0.9355542565	0.0465206744166667	1.85260165408333	2.84292708333333	33.9193692008333
"Mean"	"H"	98	0.139353483583333	17.1822063241667	0.948560867583333	21.0430772425	39.3131979166667	176.835181225
"Minus50"	"H"	98	0.0930896093333333	14.63107115	0.912238341916667	23.6767988166667	39.3131979166667	132.302783066667
"Plus50"	"H"	98	0.170093236	18.7437950508333	0.96910876925	19.4302008616667	39.3131979166667	221.367521108333
"Mean"	"F"	99	0.00653607841666667	0.837185301416667	0.0442680035833333	1.98378769983333	2.87177708333333	28.0710043041667
"Minus50"	"F"	99	0.00397741741666667	0.675185118333333	0.04009609875	2.15251844875	2.87177708333333	21.8881845508333
"Plus50"	"F"	99	0.00842207791666667	0.951115015833333	0.0471323010833333	1.86510768875	2.87177708333333	34.2538232816667
"Mean"	"H"	99	0.14224503825	17.4314699983333	0.958861651166667	21.17957123	39.7121479166667	178.621517483333
"Minus50"	"H"	99	0.0953821743333333	14.8255198825	0.921463010916667	23.8697828516667	39.7121479166667	133.198847766667
"Plus50"	"H"	99	0.17326026825	19.0182704858333	0.979904514666667	19.5407126491667	39.7121479166667	224.044131775
"Mean"	"F"	100	0.00668120741666667	0.850446099	0.0448110886666667	1.99868868858333	2.90062708333333	28.2855876483333
"Minus50"	"F"	100	0.00407689958333333	0.684261372916667	0.0405115714166667	2.17177723941667	2.90062708333333	21.9844687083333
"Plus50"	"F"	100	0.00859339233333333	0.966776605916667	0.0477486013333333	1.87750848375	2.90062708333333	34.5867058558333
"Mean"	"H"	100	0.145129683833333	17.6821794041667	0.969218851916667	21.3145699783333	40.1110979166667	180.40272415
"Minus50"	"H"	100	0.0976804115833333	15.0218628566667	0.930748501666667	24.0608061475	40.1110979166667	134.094297783333
"Plus50"	"H"	100	0.1764127025	19.2938089041667	0.99075117325	19.6501251375	40.1110979166667	226.711097858333
"Mean"	"F"	101	0.00682643675	0.863816016416667	0.0453587960833333	2.01347583425	2.92947708333333	28.4990360908333
"Minus50"	"F"	101	0.00417685025	0.693441377083333	0.0409309616666667	2.19092789425	2.92947708333333	22.0804098933333
"Plus50"	"F"	101	0.00876443333333333	0.982535313333333	0.0483694659166667	1.88980787083333	2.92947708333333	34.9176615966667
"Mean"	"H"	101	0.148007324333333	17.93428106	0.979631444833333	21.4481280866667	40.5100479166667	182.177021825
"Minus50"	"H"	101	0.0999839691666667	15.2200603933333	0.9400944835	24.2499090716667	40.5100479166667	134.988185858333
"Plus50"	"H"	101	0.179550702833333	19.5703593275	1.00164754916667	19.7584903375	40.5100479166667	229.365807925
"Mean"	"F"	102	0.0069717015	0.877291730916667	0.04591104575	2.02815260516667	2.95832708333333	28.7110715716667
"Minus50"	"F"	102	0.00427721875	0.702723218583333	0.0413542424166667	2.20997240358333	2.95832708333333	22.1758622816667
"Plus50"	"F"	102	0.0089351345	0.998387397416667	0.04899479375	1.90200975783333	2.95832708333333	35.2462802141667
"Mean"	"H"	102	0.1508769255	18.1877216441667	0.990098532583333	21.5803008158333	40.9089979166667	183.942360266667
"Minus50"	"H"	102	0.10229173925	15.4200710916667	0.949500673083333	24.4371344133333	40.9089979166667	135.879431341667
"Plus50"	"H"	102	0.18267340475	19.8478716091667	1.0125926125	19.86586029	40.9089979166667	232.005242083333
"Mean"	"F"	103	0.00711696	0.890869947833333	0.0464677558333333	2.04272241958333	2.98717708333333	28.9216330658333
"Minus50"	"F"	103	0.00437797075	0.71210494725	0.04178138225	2.22891278341667	2.98717708333333	22.270788815
"Plus50"	"F"	103	0.0091054575	1.01432918633333	0.0496244813333333	1.91411795825	2.98717708333333	35.5724767058333
"Mean"	"H"	103	0.153737881833333	18.4424488891667	1.000619169	21.7111419775	41.3079479166667	185.698235291667
"Minus50"	"H"	103	0.104602953416667	15.6218533241667	0.958966710833333	24.6225249275	41.3079479166667	136.767728491667
"Plus50"	"H"	103	0.185780405833333	20.1262969791667	1.02358529633333	19.972285235	41.3079479166667	234.628697725
"Mean"	"F"	104	0.00726218466666667	0.904547433666667	0.04702884125	2.05718862383333	3.01602708333333	29.1306551808333
"Minus50"	"F"	104	0.00447907975	0.721584606166667	0.0422123465833333	2.24775105075	3.01602708333333	22.365150505
"Plus50"	"F"	104	0.00927538016666667	1.03035710933333	0.0502584239166667	1.9261361705	3.01602708333333	35.8961592858333
"Mean"	"H"	104	0.156589848	18.6984120166667	1.01119236858333	21.8407036833333	41.7068979166667	187.444115675
"Minus50"	"H"	104	0.10691705575	15.82536574	0.968492171	24.80612295	41.7068979166667	137.652759908333
"Plus50"	"H"	104	0.188871576666667	20.4055883825	1.03462450466667	20.0778134533333	41.7068979166667	237.235429833333
"Mean"	"F"	105	0.0074073525	0.91832102175	0.0475942163333333	2.07155449283333	3.04487708333333	29.3380756633333
"Minus50"	"F"	105	0.00458052425	0.731160238416667	0.0426470986666667	2.26648922225	3.04487708333333	22.4589101616667
"Plus50"	"F"	105	0.00944488583333333	1.04646769825	0.050896517	1.93806798233333	3.04487708333333	36.2172406366667
"Mean"	"H"	105	0.159432584166667	18.9555617858333	1.02181712425	21.9690364241667	42.1058479166667	189.179492116667
"Minus50"	"H"	105	0.109233578916667	16.0305673866667	0.97807657675	24.987970375	42.1058479166667	138.534220883333
"Plus50"	"H"	105	0.191946894666667	20.6857005258333	1.045709132	20.1824913616667	42.1058479166667	239.824724391667
"Mean"	"F"	106	0.00755244291666667	0.932187614416667	0.048163795	2.085823231	3.07372708333333	29.5438365983333
"Minus50"	"F"	106	0.00468228291666667	0.74082988975	0.0430855985833333	2.28512931191667	3.07372708333333	22.5520329941667
"Plus50"	"F"	106	0.00961396025	1.06265759116667	0.0515386570833333	1.94991687491667	3.07372708333333	36.5356397166667
"Mean"	"H"	106	0.162265900916667	19.2138504875	1.0324924155	22.0961891108333	42.5047979166667	190.903886066667
"Minus50"	"H"	106	0.11155210175	16.2374177833333	0.987719408666667	25.1681086225	42.5047979166667	139.411823891667
"Plus50"	"H"	106	0.195006381416667	20.9665898483333	1.05683806825	20.2863636191667	42.5047979166667	242.395911958333
"Mean"	"F"	107	0.00769743758333333	0.9461441835	0.0487374903333333	2.09999797183333	3.10257708333333	29.7478866225
"Minus50"	"F"	107	0.004784337	0.750591613583333	0.0435278051666667	2.30367332766667	3.10257708333333	22.6444877041667
"Plus50"	"F"	107	0.00978259225	1.07892352675	0.0521847406666667	1.961686224	3.10257708333333	36.8512850908333
"Mean"	"H"	107	0.165089646166667	19.4732319458333	1.04321721116667	22.2222091125	42.9037479166667	192.616866241667
"Minus50"	"H"	107	0.113872238333333	16.4458769875	0.997420109666667	25.34657858	42.9037479166667	140.285306691667
"Plus50"	"H"	107	0.1980500905	21.2482144533333	1.068010205	20.3894731666667	42.9037479166667	244.948392183333
"Mean"	"F"	108	0.00784231983333333	0.960187772166667	0.0493152156666667	2.11408177566667	3.13142708333333	29.9501798083333
"Minus50"	"F"	108	0.00488666766666667	0.760443474083333	0.0439736749166667	2.32212326641667	3.13142708333333	22.7362459216667
"Plus50"	"F"	108	0.00995077125	1.0952623455	0.0528346649166667	1.9733793015	3.13142708333333	37.1641132816667
"Mean"	"H"	108	0.1679037005	19.7336614716667	1.05399047308333	22.3471422708333	43.3026979166667	194.318041166667
"Minus50"	"H"	108	0.116193634916667	16.655905635	1.00717808791667	25.5234205583333	43.3026979166667	141.154428533333
"Plus50"	"H"	108	0.201078100333333	21.53053407	1.07922443533333	20.49186131	43.3026979166667	247.481622841667
"Mean"	"F"	109	0.00798707441666667	0.97431549475	0.0498968835833333	2.12807763083333	3.16027708333333	30.150674685
"Minus50"	"F"	109	0.00498925841666667	0.7703835495	0.04442316275	2.34048111233333	3.16027708333333	22.82728171
"Plus50"	"F"	109	0.0101184889166667	1.1116709875	0.0534883288333333	1.98499927816667	3.16027708333333	37.4740672883333
"Mean"	"H"	109	0.170707969083333	19.9950958391667	1.06481115875	22.4710329508333	43.7016479166667	196.007052266667
"Minus50"	"H"	109	0.11851596425	16.86746499	1.01699272175	25.6986742425	43.7016479166667	142.01896665
"Plus50"	"H"	109	0.204090509083333	21.813509995	1.09047965583333	20.5935677575	43.7016479166667	249.995109533333
"Mean"	"F"	110	0.00813168716666667	0.9885245365	0.0504824075	2.14198845241667	3.18912708333333	30.3493341666667
"Minus50"	"F"	110	0.00509209275	0.780409933416667	0.04487622275	2.35874883441667	3.18912708333333	22.9175715175
