"Land_use"	"Year"	"Modelling"	"TotalSOC_stock_tha"	"Min_TotalSOC_stock_tha"	"Max_TotalSOC_stock_tha"	"DPM_stock_tha"	"Min_DPM_stock_tha"	"Max_DPM_stock_tha"	"RPM_stock_tha"	"Min_RPM_stock_tha"	"Max_RPM_stock_tha"	"BIO_stock_tha"	"Min_BIO_stock_tha"	"Max_BIO_stock_tha"	"HUM_stock_tha"	"Min_HUM_stock_tha"	"Max_HUM_stock_tha"	"IOM_stock_tha"	"Min_IOM_stock_tha"	"Max_IOM_stock_tha"
"Forest "	187	"FH_acc"	374.228668903333	330.4778737	488.6244554	1.55312178736667	0.925948148	2.129519408	184.528883343333	149.3285528	234.3171481	8.45392128726667	6.783057229	10.48260522	158.605975913333	103.2163159	216.1675511	22.349973694	16.68	31.98
"Grassland"	187	"FH_acc"	334.265198386111	330.03	338.8419856	1.99257307511111	1.661992538	2.248586324	209.942468647222	204.6320183	214.6906954	9.70503438586111	9.442796554	9.932548619	95.456152885	88.68537026	106.8531572	18.59737393	16.77	21.35613082
"Forest "	188	"FH_acc"	375.31902309	331.3142171	490.0694896	1.55689166393333	0.927435497	2.134793954	185.071238638333	149.750764	235.0154765	8.48120075475	6.804033835	10.51012088	159.09827481	103.7446899	216.7515658	22.349973694	16.68	31.98
"Grassland"	188	"FH_acc"	335.571883802778	331.35	340.1153965	1.99901342047222	1.668133279	2.254392783	210.775542097222	205.4500935	215.531165	9.74632031216667	9.484052243	9.972202721	95.8819998641667	89.11018762	107.2635903	18.59737393	16.77	21.35613082
"Forest "	189	"FH_acc"	376.404017793333	332.146557	491.5063767	1.5599935399	0.928923526	2.140070886	185.608359631667	150.1688443	235.6944372	8.50913009256667	6.824797292	10.54767265	159.590082166667	104.2740968	217.3461015	22.349973694	16.68	31.98
"Grassland"	189	"FH_acc"	336.875439911111	332.66	341.3856248	2.00544496136111	1.674261449	2.260201878	211.603127997222	206.2641268	216.3724984	9.78775765166667	9.52508912	10.02191729	96.3093700558333	89.53619111	107.675031	18.59737393	16.77	21.35613082
"Forest "	190	"FH_acc"	377.48451836	332.9749957	492.945091	1.56342735781667	0.930412216	2.145350139	186.141922155	150.5829057	236.3740148	8.53620966545	6.845352335	10.58525972	160.081894018333	104.8045326	217.9411587	22.349973694	16.68	31.98
"Grassland"	190	"FH_acc"	338.175644216667	333.96	342.652727	2.01158958155556	1.680380127	2.266013536	212.428066255556	207.0742412	217.2046727	9.82990500011111	9.565912465	10.06169101	96.7371295361111	89.96334739	108.0874511	18.59737393	16.77	21.35613082
"Forest "	191	"FH_acc"	378.559552855	333.7996049	494.3756071	1.56685967846667	0.931901548	2.150631638	186.670933706667	150.9930335	237.054194	8.56310647428333	6.865703524	10.6128813	160.573206418333	105.3359934	218.5367378	22.349973694	16.68	31.98
"Grassland"	191	"FH_acc"	339.472265077778	335.27	343.9167782	2.01772478902778	1.686486926	2.271827678	213.247076638889	207.8805194	218.0276655	9.87137627097222	9.606527153	10.1015226	97.1658113305556	90.39162366	108.5008228	18.59737393	16.77	21.35613082
"Forest "	192	"FH_acc"	379.629486783333	334.6204667	495.7979002	1.56995742231667	0.933391501	2.155915317	187.195070173333	151.3993211	237.71496	8.58898752528333	6.885855292	10.65053664	161.065015471667	105.8584752	219.1228392	22.349973694	16.68	31.98
"Grassland"	192	"FH_acc"	340.766192286111	336.57	345.1778673	2.02440736988889	1.69258275	2.277644225	214.064387333333	208.6830564	218.851455	9.91217429202778	9.646937956	10.14141079	97.5956712930556	90.82098793	108.9151197	18.59737393	16.77	21.35613082
"Forest "	193	"FH_acc"	380.695183701667	335.4376712	497.211946	1.57338724025	0.934882057	2.161201113	187.7138402	151.8018681	238.3762985	8.61518650138333	6.90581212	10.67822497	161.55698407	106.391974	219.7194633	22.349973694	16.68	31.98
"Grassland"	193	"FH_acc"	342.05636665	337.86	346.4360566	2.03052612930556	1.698669352	2.283463112	214.877278469444	209.4819595	219.67602	9.95285746958333	9.687149793	10.18135435	98.0261325280556	91.25140933	109.3303157	18.59737393	16.77	21.35613082
"Forest "	194	"FH_acc"	381.75616977	336.2512918	498.6277205	1.57714897913333	0.946373199	2.17648896	188.22991748	152.2007598	239.0381951	8.64120372965	6.925578352	10.71594556	162.047275071667	106.9164856	220.3166103	22.349973694	16.68	31.98
"Grassland"	194	"FH_acc"	343.344219502778	339.16	347.6914053	2.0366360605	1.70474558	2.289284266	215.686632444444	210.2773127	220.4913398	9.99342846786111	9.727167321	10.22135208	98.4582851575	91.68285758	109.7463852	18.59737393	16.77	21.35613082
"Forest "	195	"FH_acc"	382.813308888333	337.0613988	500.0352004	1.58040960961667	0.947864907	2.181778795	188.740977476667	152.5960777	239.6806362	8.6670395345	6.945158168	10.74369768	162.539218106667	107.4420059	220.9142804	22.349973694	16.68	31.98
"Grassland"	195	"FH_acc"	344.628415558333	340.45	348.9440089	2.04273868483333	1.710811086	2.295107615	216.491951469444	211.0691961	221.2973942	10.0336121510556	9.766994958	10.26140279	98.8907197880556	92.11530302	110.1633039	18.59737393	16.77	21.35613082
"Forest "	196	"FH_acc"	383.866296223333	337.8680848	501.4343626	1.58366907085	0.949357167	2.187070562	189.24852839	152.9879217	240.333608	8.69202759146667	6.964555837	10.78148064	163.02980949	107.9685306	221.5124739	22.349973694	16.68	31.98
"Grassland"	196	"FH_acc"	345.910392386111	341.74	350.1939147	2.04938919102778	1.716868879	2.300933099	217.293289886111	211.8577192	222.1141635	10.07396680125	9.806637419	10.31150535	99.3242498691667	92.5487172	110.5810476	18.59737393	16.77	21.35613082
"Forest "	197	"FH_acc"	384.913823168333	338.6714118	502.8351845	1.58692726038333	0.95084996	2.192364201	189.751576935	153.376366	240.9670975	8.718168214	6.983775459	10.80929373	163.520878953333	108.4960555	222.1011908	22.349973694	16.68	31.98
"Grassland"	197	"FH_acc"	347.190190041667	343.03	351.441189	2.05575397705556	1.722916559	2.30730577	218.091804586111	212.6429518	222.9116285	10.1139393466944	9.846099024	10.35165862	99.7583002169444	92.98307208	110.9995928	18.59737393	16.77	21.35613082
"Forest "	198	"FH_acc"	385.957918753333	339.4714529	504.2276441	1.59001777088333	0.95234327	2.197659654	190.25096484	153.7614924	241.6010917	8.74279505106667	7.002821011	10.83713629	164.010922916667	109.0245764	222.7004314	22.349973694	16.68	31.98
"Grassland"	198	"FH_acc"	348.465637069444	344.31	352.6859128	2.06183428263889	1.728955037	2.313135509	218.887827977778	213.424977	223.7197705	10.1538100930556	9.885384002	10.39186151	100.192851725	93.41834029	111.418917	18.59737393	16.77	21.35613082
"Forest "	199	"FH_acc"	386.997943508333	340.2682897	505.6217197	1.59327392548333	0.953837084	2.202956871	190.747200053333	154.1433906	242.225578	8.7685750991	7.021696526	10.87500764	164.501771205	109.5540889	223.3001956	22.349973694	16.68	31.98
"Grassland"	199	"FH_acc"	349.739280097222	345.59	353.928141	2.06790781277778	1.734986076	2.318967192	219.679744858333	214.2038906	224.5185713	10.1935815975833	9.924496747	10.43211294	100.628441383889	93.85449552	111.8389981	18.59737393	16.77	21.35613082
"Forest "	-10	"PI_dist"	240.976619631667	154.85	330.84	0.763915130916667	0.48	1.13	95.5261858451667	76.33	128.9	4.5731230306	3.89	6.02	117.762088596667	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-10	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-9	"PI_dist"	240.976119603333	154.85	330.84	0.763915128616667	0.48	1.13	95.5256857456667	76.33	128.9	4.5731230268	3.89	6.02	117.762088676667	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-9	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-8	"PI_dist"	240.975619583333	154.85	330.84	0.763915127916667	0.48	1.13	95.5253523161667	76.33	128.9	4.57312302295	3.89	6.02	117.762088756667	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-8	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-7	"PI_dist"	240.975119565	154.85	330.84	0.763915127716667	0.48	1.13	95.5245188903333	76.33	128.9	4.57312301915	3.89	6.02	117.762088835	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-7	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-6	"PI_dist"	240.97461955	154.85	330.84	0.763915127666667	0.48	1.13	95.5240188008333	76.33	128.9	4.5731230154	3.89	6.02	117.762088913333	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-6	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-5	"PI_dist"	240.973619536667	154.85	330.84	0.763915127633333	0.48	1.13	95.5235187146667	76.33	128.9	4.57312301173333	3.89	6.02	117.762088993333	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-5	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-4	"PI_dist"	240.973452861667	154.85	330.84	0.763915127633333	0.48	1.13	95.5230186318333	76.33	128.9	4.57312300811667	3.89	6.02	117.762089068333	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-4	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-3	"PI_dist"	240.972619521667	154.85	330.84	0.763915127633333	0.48	1.13	95.5223518851667	76.33	128.9	4.57312300461667	3.89	6.02	117.762089143333	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-3	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-2	"PI_dist"	240.972619516667	154.85	330.84	0.763915127633333	0.48	1.13	95.5220184748333	76.33	128.9	4.57312300118333	3.89	6.02	117.762089218333	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-2	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	-1	"PI_dist"	240.971619513333	154.85	330.84	0.763915127633333	0.48	1.13	95.5215184005	76.33	128.9	4.5731229978	3.89	6.02	117.762089295	57.4	162.83	22.349973694	16.68	31.98
"Grassland"	-1	"PI_dist"	191.215555555556	141.39	232.75	1.45444444444444	0.72	2.35	54.2038888888889	40.45	64.88	4.66972222222222	3.52	5.79	112.290555555556	79.83	138.58	18.6	16.77	21.36
"Forest "	0	"PI_dist"	238.34280001	151.16	329.76	0.419368006866667	0.13	0.9	93.2800206288333	73.08	128.04	4.55448467426667	3.85	6.02	117.738786345	57.4	162.82	22.349973694	16.68	31.98
"Grassland"	0	"PI_dist"	207.86448395	187.47	233.4959938	0.139127974333333	0.003348879	0.39379083	57.8245743586111	43.54342137	70.7276292	3.96080626288889	2.956129764	4.985070112	127.342045863889	110.79	136.0347629	18.59737393	16.77	21.35613082
"Forest "	1	"PI_dist"	233.581207511667	147.44	324.47	0.1199639997	0.04	0.28	88.9878192295	69.63	123.46	4.48075778756667	3.77	5.98	117.641692798333	57.31	162.77	22.349973694	16.68	31.98
"Grassland"	1	"PI_dist"	200.451909666667	181.49	223.8276354	0.00409198330555556	0	0.02	51.1788192519444	37.91462107	62.16924857	3.78965316558333	2.757657666	4.759684808	126.881693572222	110.34	135.5350264	18.59737393	16.77	21.35613082
"Forest "	2	"PI_dist"	229.247593006667	143.93	319.69	0.0367212406666667	0.01	0.09	84.9699501096667	66.35	119.05	4.38677434021667	3.69	5.9	117.50334029	57.19	162.67	22.349973694	16.68	31.98
"Grassland"	2	"PI_dist"	193.830414088889	175.98	215.3770329	0.000560011916666667	0	0.001172728	45.3237549408333	33.02411096	54.6672071	3.58280935805556	2.55289223	4.471579748	126.326193630556	109.84	134.8814954	18.59737393	16.77	21.35613082
"Forest "	3	"PI_dist"	225.186022733333	140.6	315.16	0.0122186955166667	0	0.03	81.1990023441667	63.24	114.8	4.28497752371667	3.61	5.81	117.339683808333	57.06	162.54	22.349973694	16.68	31.98
"Grassland"	3	"PI_dist"	187.824140586111	170.89	207.7469437	0.000850398638888889	0	0.001709782	40.1610052263889	28.77432636	48.08837787	3.36704649616667	2.35061902	4.172629824	125.697864536111	109.29	134.1288998	18.59737393	16.77	21.35613082
"Forest "	4	"PI_dist"	221.34395965	137.41	310.81	0.00348937641666667	0	0.01	77.652533202	60.29	110.71	4.1807873276	3.52	5.71	117.155842711667	56.92	162.4	22.349973694	16.68	31.98
"Grassland"	4	"PI_dist"	182.363602533333	166.17	200.8408287	0.00114657919444444	0	0.002212751	35.6083727052778	25.08078895	42.31740286	3.14919284766667	2.156298819	3.874843318	125.007516480556	108.69	133.4197551	18.59737393	16.77	21.35613082
"Forest "	5	"PI_dist"	217.6936949	134.36	306.6	0.000437781733333333	0	0.002478038	74.3113388248333	57.49	106.77	4.07616462608333	3.39	5.6	116.953446638333	56.76	162.25	22.349973694	16.68	31.98
"Grassland"	5	"PI_dist"	177.387944563889	161.8	194.5772103	0.001421626	0	0.002680257	31.5898790655556	21.87028565	37.26	2.93620221961111	1.973242441	3.585803609	124.263345505556	108.05	132.7590368	18.59737393	16.77	21.35613082
"Forest "	6	"PI_dist"	214.215850293333	131.44	302.53	0.000351647033333333	0	0.001992601	71.1561106506667	54.33	102.97	3.9722639504	3.24	5.5	116.735817021667	56.6	162.08	22.349973694	16.68	31.98
"Grassland"	6	"PI_dist"	172.845622416667	157.75	188.8835254	0.00167865941666667	0	0.003119108	28.0423698416667	19.07933926	33.7	2.73083667341667	1.803255751	3.310367405	123.472529972222	107.38	132.0512603	18.59737393	16.77	21.35613082
"Forest "	7	"PI_dist"	210.897678886667	128.64	298.59	0.000353391666666667	0	0.002020432	68.171096539	51.28	99.31	3.86902397315	3.11	5.39	116.50323129	56.42	161.9	22.349973694	16.68	31.98
"Grassland"	7	"PI_dist"	168.688027525	153.98	183.6952037	0.00192126180555556	0	0.003535052	24.9097941005556	16.65289732	30.5	2.53680169472222	1.647105075	3.051435736	122.641025422222	106.68	131.3033188	18.59737393	16.77	21.35613082
"Forest "	8	"PI_dist"	207.724596743333	125.96	294.76	0.000380341433333333	0	0.002182689	65.3439301083333	48.51	95.78	3.76902801243333	2.98	5.28	116.25878459	56.23	161.71	22.349973694	16.68	31.98
"Grassland"	8	"PI_dist"	164.872326944444	150.48	178.9549002	0.00215225555555556	0	0.003932432	22.1423441044444	14.54320217	27.61	2.3540474355	1.504853777	2.82	121.776686997222	105.96	130.5212776	18.59737393	16.77	21.35613082
"Forest "	9	"PI_dist"	204.687759486667	123.38	291.06	0.00041391315	0	0.002375336	62.6627941253333	45.97	92.39	3.66934620091667	2.87	5.17	116.002731556667	56.03	161.51	22.349973694	16.68	31.98
"Grassland"	9	"PI_dist"	161.362668402778	147.22	174.6117727	0.00237374561111111	0	0.004314466	19.6965442277778	12.70881497	25	2.18426668541667	1.376104203	2.66	120.881554263889	105.21	129.710462	18.59737393	16.77	21.35613082
"Forest "	10	"PI_dist"	201.777201095	120.92	287.47	0.00044866665	0	0.002572622	60.1150843213333	43.65	89.12	3.57287217971667	2.76	5.06	115.737155568333	55.83	161.3	22.349973694	16.68	31.98
"Grassland"	10	"PI_dist"	158.123364691667	144.17	170.6208067	0.00258729402777778	0	0.004683553	17.5332169091667	11.11377187	22.65	2.02688831777778	1.260170238	2.51	119.962742694444	104.44	128.8755393	18.59737393	16.77	21.35613082
"Forest "	11	"PI_dist"	198.984324638333	118.55	283.99	0.00048307215	0	0.002767383	57.6930734926667	41.51	85.96	3.4769914216	2.65	4.95	115.460136291667	55.61	161.09	22.349973694	16.68	31.98
"Grassland"	11	"PI_dist"	155.126002952778	141.32	166.9421922	0.00307185291666667	0	0.01	15.6199785976111	9.726854107	20.53	1.88224846033333	1.156199116	2.36	119.022774563889	103.65	128.0205941	18.59737393	16.77	21.35613082
"Forest "	12	"PI_dist"	196.30073192	116.28	280.61	0.000516752933333333	0	0.002957924	55.3872424838333	39.53	82.93	3.38391563993333	2.56	4.84	115.17591668	55.39	160.86	22.349973694	16.68	31.98
"Grassland"	12	"PI_dist"	152.344090136111	138.65	163.5407537	0.00355054602777778	0	0.01	13.9276984946389	8.520956252	18.62	1.74917322472222	1.063256238	2.22	118.066571725	102.85	127.149196	18.59737393	16.77	21.35613082
"Forest "	13	"PI_dist"	193.72072151	114.1	277.34	0.000549663033333333	0	0.003144105	53.189944683	37.69	80	3.29351696008333	2.47	4.73	114.882569841667	55.17	160.62	22.349973694	16.68	31.98
"Grassland"	13	"PI_dist"	149.754677872222	136.15	160.3854328	0.00513519183333333	0	0.01	12.4289657139722	7.472539321	16.89	1.62809275947222	0.98038317	2.09	117.095665827778	102.03	126.2644609	18.59737393	16.77	21.35613082
"Forest "	14	"PI_dist"	191.23628733	112	274.17	0.00124851063333333	0	0.01	51.095237327	35.99	77.18	3.2053286304	2.39	4.63	114.583665835	54.93	160.37	22.349973694	16.68	31.98
"Grassland"	14	"PI_dist"	147.336409286111	133.79	157.4488209	0.00560413533333333	0	0.01	11.1021674085278	6.561157225	15.33	1.51635973533333	0.906636274	1.96	116.114070744444	101.2	125.3691053	18.59737393	16.77	21.35613082
"Forest "	15	"PI_dist"	188.843784106667	109.99	271.09	0.00161335461666667	0	0.01	49.0952129428333	34.4	74.46	3.11787897735	2.31	4.52	114.276938475	54.69	160.12	22.349973694	16.68	31.98
"Grassland"	15	"PI_dist"	145.070652336111	131.57	154.7067401	0.00606895105555556	0	0.01	9.92783714322222	5.769046611	13.92	1.41688816266667	0.841111475	1.85	115.124150811111	100.37	124.4654957	18.59737393	16.77	21.35613082
"Forest "	16	"PI_dist"	186.536926235	108.06	268.1	0.00197758511666667	0	0.01	47.1849975691667	32.91	71.84	3.03369195663333	2.24	4.41	113.96478543	54.44	159.86	22.349973694	16.68	31.98
"Grassland"	16	"PI_dist"	142.942939138889	129.48	152.1378685	0.006530024	0	0.01	8.88754491269444	5.08077156	12.65	1.32483832111111	0.782959189	1.74	114.128040844444	99.53	123.5556914	18.59737393	16.77	21.35613082
"Forest "	17	"PI_dist"	184.310953358333	106.2	265.2	0.00267458598333333	0	0.01	45.3597490806667	31.51	69.32	2.95178764363333	2.17	4.31	113.645435023333	54.19	159.59	22.349973694	16.68	31.98
"Grassland"	17	"PI_dist"	140.938320083333	127.5	149.7234057	0.00698767894444444	0	0.01	7.96504551441667	4.482915723	11.5	1.24151710236111	0.731392344	1.64	113.127673641667	98.68	122.6414825	18.59737393	16.77	21.35613082
"Forest "	18	"PI_dist"	182.16262938	104.41	262.39	0.0035377347	0	0.01	43.6129889493333	30.19	66.88	2.87068267008333	2.1	4.21	113.32244633	53.93	159.31	22.349973694	16.68	31.98
"Grassland"	18	"PI_dist"	139.042019019444	125.62	147.4467758	0.00744219288888889	0.004943452	0.01	7.14856937516667	3.963815526	10.46	1.16632904813889	0.685689643	1.55	112.123415588889	97.83	121.724424	18.59737393	16.77	21.35613082
"Forest "	19	"PI_dist"	180.086241411667	102.69	259.66	0.00373373636666667	0	0.01	41.943934089	28.96	64.54	2.79339061396667	2.04	4.1	112.994375946667	53.67	159.03	22.349973694	16.68	31.98
"Grassland"	19	"PI_dist"	137.245109411111	123.84	145.2933642	0.00761602691666667	0.005160364	0.01	6.42425170663889	3.51332892	9.52	1.09761285413889	0.645195604	1.46	111.119088233333	96.97	120.805865	18.59737393	16.77	21.35613082
"Forest "	20	"PI_dist"	178.079098876667	101.04	257.02	0.00459595806666667	0	0.01	40.3454954515	27.78	62.28	2.71708901428333	1.98	4	112.66194476	53.41	158.74	22.349973694	16.68	31.98
"Grassland"	20	"PI_dist"	135.536875836111	122.14	143.2502841	0.00778716719444444	0.005373799	0.01	5.78319639802778	3.122634903	8.68	1.03541994483333	0.6093185	1.38	110.113653944444	96.11	119.8869749	18.59737393	16.77	21.35613082
"Forest "	21	"PI_dist"	176.138032558333	99.44	254.44	0.0054577628	0	0.01	38.8149433685	26.68	60.1	2.64228634816667	1.92	3.91	112.325871388333	53.14	158.45	22.349973694	16.68	31.98
"Grassland"	21	"PI_dist"	133.907747719444	120.52	141.3061705	0.00795579641666667	0.005584	0.01	5.21411598763889	2.784059681	7.91	0.979569226555556	0.577526993	1.31	109.110677233333	95.26	118.9687665	18.59737393	16.77	21.35613082
"Forest "	22	"PI_dist"	174.259560401667	97.91	251.95	0.0061525103	0	0.01	37.3484062943333	25.62	58.01	2.56998897518333	1.87	3.81	111.985872265	52.87	158.15	22.349973694	16.68	31.98
"Grassland"	22	"PI_dist"	132.352525666667	118.98	139.4509981	0.00812207636111111	0.005791182	0.01	4.71015612877778	2.490925917	7.23	0.928534130333333	0.549346017	1.24	108.108894955556	94.4	118.0521153	18.59737393	16.77	21.35613082
"Forest "	23	"PI_dist"	172.440886648333	96.43	249.52	0.00634689063333333	0	0.01	35.9435362861667	24.63	55.98	2.49953471875	1.81	3.71	111.642328395	52.59	157.84	22.349973694	16.68	31.98
"Grassland"	23	"PI_dist"	130.860565136111	117.5	137.8401634	0.0082861505	0.005995534	0.01	4.26323554961111	2.237421956	6.6	0.882495679611111	0.524352297	1.18	107.110284941667	93.54	117.1377774	18.59737393	16.77	21.35613082
"Forest "	24	"PI_dist"	170.678734373333	95	247.17	0.006540925	0	0.01	34.5961745483333	23.68	54.04	2.431426421	1.76	3.62	111.29595212	52.31	157.53	22.349973694	16.68	31.98
"Grassland"	24	"PI_dist"	129.4284719	116.08	136.6516915	0.00844814816666667	0.006197228	0.01	3.86756614611111	2.018488378	6.04	0.840284091944445	0.502169786	1.12	106.115910691667	92.69	116.2264051	18.59737393	16.77	21.35613082
"Forest "	25	"PI_dist"	168.971511365	93.62	244.88	0.00706796571666667	0	0.01	33.3051836985	22.77	52.16	2.36499880773333	1.72	3.53	110.945953863333	52.03	157.21	22.349973694	16.68	31.98
"Grassland"	25	"PI_dist"	128.050307447222	114.72	135.5039704	0.00860818497222222	0.006396414	0.01	3.51707367308333	1.829719555	5.53	0.802709115444444	0.482465178	1.07	105.125375877778	91.83	115.3185594	18.59737393	16.77	21.35613082
"Forest "	26	"PI_dist"	167.316976025	92.3	242.66	0.00726136343333333	0	0.01	32.0667800925	21.91	50.35	2.2997519991	1.67	3.44	110.594708876667	51.75	156.88	22.349973694	16.68	31.98
"Grassland"	26	"PI_dist"	126.720581261111	113.41	134.3927631	0.00876636588888889	0.006593231	0.01	3.20699528563889	1.667278207	5.08	0.768668126611111	0.46494362	1.02	104.140166447222	90.98	114.4147224	18.59737393	16.77	21.35613082
"Forest "	27	"PI_dist"	165.745289371667	91.08	240.5	0.00962772313333333	0	0.02	30.9068528513333	21.17	48.6	2.23721200446667	1.63	3.35	110.2401231	51.47	156.56	22.349973694	16.68	31.98
"Grassland"	27	"PI_dist"	125.471729388889	112.22	133.3143681	0.0143274816666667	0.006787803	0.02	2.96361396127778	1.589707243	4.66	0.736984250694444	0.450087567	0.98	103.160818663889	90.14	113.5153073	18.59737393	16.77	21.35613082
"Forest "	28	"PI_dist"	164.281169015	89.97	238.47	0.0184614541166667	0.008504435	0.03	29.8492608891667	20.41	46.98	2.17729627131667	1.59	3.27	109.885676708333	51.18	156.22	22.349973694	16.68	31.98
"Grassland"	28	"PI_dist"	124.332075969444	111.14	132.3365754	0.0244154500833333	0.01	0.033737949	2.81210427230556	1.573887924	4.35	0.710725558055556	0.438146301	0.94	102.188845655556	89.29	112.6216477	18.59737393	16.77	21.35613082
"Forest "	29	"PI_dist"	162.916579623333	88.95	236.55	0.0281378449166667	0.01	0.04	28.8882865716667	19.72	45.47	2.12054416303333	1.55	3.19	109.53013735	50.9	155.89	22.349973694	16.68	31.98
"Grassland"	29	"PI_dist"	123.291010708333	110.16	131.4491431	0.03695764925	0.02	0.05	2.74577413622222	1.57504595	4.14	0.6865780315	0.42909869	0.9	101.224882530556	88.46	111.734802	18.59737393	16.77	21.35613082
"Forest "	30	"PI_dist"	161.64845981	88.02	234.75	0.03736508465	0.02	0.06	28.0190767561667	19.11	44.07	2.06713467293333	1.52	3.11	109.175409608333	50.61	155.55	22.349973694	16.68	31.98
"Grassland"	30	"PI_dist"	122.342238894444	109.27	130.6450636	0.05089076875	0.034351793	0.07	2.75789738688889	1.647611365	4.05	0.667236404972222	0.422842607	0.87	100.270229302778	87.63	110.8554856	18.59737393	16.77	21.35613082
"Forest "	31	"PI_dist"	160.470848675	87.19	233.05	0.0472739456166667	0.027133963	0.07	27.2369746931667	18.59	42.77	2.01523812868333	1.49	3.03	108.821054878333	50.33	155.21	22.349973694	16.68	31.98
"Grassland"	31	"PI_dist"	121.479703505556	108.48	129.9187364	0.0645004388611111	0.045569389	0.08110257	2.84276031136111	1.786239249	4.06	0.650362866527778	0.419245981	0.84	99.3252615222222	86.81	109.9842617	18.59737393	16.77	21.35613082
"Forest "	32	"PI_dist"	159.37933096	86.44	231.45	0.0565205992166667	0.03	0.08	26.5365188445	18.15	41.58	1.96735449756667	1.46	2.96	108.467963325	50.05	154.87	22.349973694	16.68	31.98
"Grassland"	32	"PI_dist"	120.698144905556	107.76	129.2654149	0.0782069356111111	0.056969743	0.1	2.99505078777778	1.986161045	4.17	0.638332723777778	0.417898957	0.82	98.3900138636111	86	109.1215962	18.59737393	16.77	21.35613082
"Forest "	33	"PI_dist"	158.37135387	85.76	229.96	0.0672685773833333	0.04	0.1	25.9154412673333	17.79	40.48	1.9231482768	1.44	2.89	108.116188721667	49.77	154.53	22.349973694	16.68	31.98
"Grassland"	33	"PI_dist"	119.993796955556	107.13	128.6809476	0.0925093343333333	0.068445795	0.12	3.21036317769444	2.243113201	4.34	0.628800296416667	0.418075678	0.8	97.4655835591667	85.2	108.2678844	18.59737393	16.77	21.35613082
"Forest "	34	"PI_dist"	157.442055083333	85.17	228.56	0.07701694	0.04	0.11	25.368499708	17.5	39.48	1.88061575236667	1.42	2.83	107.766282323333	49.49	154.19	22.349973694	16.68	31.98
"Grassland"	34	"PI_dist"	119.362089508333	106.57	128.1772716	0.106828518972222	0.079952954	0.130043131	3.48404451263889	2.553269488	4.57	0.621647933055556	0.419556679	0.78	96.5519168294445	84.4	107.4234655	18.59737393	16.77	21.35613082
"Forest "	35	"PI_dist"	156.589760795	84.65	227.25	0.08643208505	0.05	0.12	24.892309959	17.28	38.58	1.84075197253333	1.39	2.77	107.417959755	49.21	153.84	22.349973694	16.68	31.98
"Grassland"	35	"PI_dist"	118.799545425	106.09	127.7388722	0.120599162722222	0.091472992	0.15	3.81365835541667	2.913191956	4.87	0.618710192777778	0.42319055	0.77	95.6500371155555	83.62	106.5886319	18.59737393	16.77	21.35613082
"Forest "	36	"PI_dist"	155.808984466667	84.2	226.04	0.09651395025	0.05934154	0.14	24.4846780621667	17.12	37.76	1.80488428465	1.36	2.71	107.073101141667	48.94	153.49	22.349973694	16.68	31.98
