Land_use	Pit_number	Modelling	Total_SOC_stock_tha_without_cummulative_changes	DPM_stock_tha	RPM_stock_tha	BIO_stock_tha	HUM_stock_tha	IOM_stock_tha	Year 	Month
Forest 	15	FH_acc	292.2661805	1.22970736	127.7284887	5.652926293	106.4653307	19.14986847	145	7
Forest 	15	FH_acc	292.2946382	1.197091616	127.7360882	5.657795883	106.4961217	19.14986847	145	8
Forest 	15	FH_acc	292.3423174	1.174048483	127.7550207	5.662115044	106.5257747	19.14986847	145	9
Forest 	15	FH_acc	292.5631017	1.191647184	127.914545	5.665807394	106.547922	19.14986847	145	10
Forest 	15	FH_acc	292.1067105	1.076901392	127.5385295	5.669198817	106.561076	19.14986847	145	11
Forest 	15	FH_acc	291.8730166	1.020151513	127.3385205	5.671341978	106.5641716	19.14986847	145	12
Forest 	15	FH_acc	291.7318361	0.985609985	127.2131948	5.673166068	106.5632078	19.14986847	146	1
Forest 	15	FH_acc	291.6027497	0.954689197	127.0970354	5.674876418	106.5616652	19.14986847	146	2
Forest 	15	FH_acc	291.4734532	0.924697746	126.9798922	5.67648818	106.5600659	19.14986847	146	3
Forest 	15	FH_acc	292.1787395	1.063151057	127.526797	5.677912221	106.5607447	19.14986847	146	4
Forest 	15	FH_acc	292.7752415	1.172196986	127.9886507	5.68002323	106.5664107	19.14986847	146	5
Forest 	15	FH_acc	293.1878441	1.232366072	128.3059895	5.6832493	106.5804531	19.14986847	146	6
Forest 	15	FH_acc	293.3679002	1.23350966	128.4381711	5.687685706	106.6049195	19.14986847	146	7
Forest 	15	FH_acc	293.3946258	1.20083163	128.4439218	5.692477372	106.635949	19.14986847	146	8
Forest 	15	FH_acc	293.4406458	1.177743807	128.4610663	5.696719289	106.6658345	19.14986847	146	9
Forest 	15	FH_acc	293.6604237	1.195368076	128.6194175	5.700350953	106.6881653	19.14986847	146	10
Forest 	15	FH_acc	293.2023372	1.080427255	128.2417991	5.703703328	106.7014426	19.14986847	146	11
Forest 	15	FH_acc	292.9677577	1.023580912	128.0409395	5.705827151	106.7046007	19.14986847	146	12
Forest 	15	FH_acc	292.8260323	0.988980666	127.9150826	5.707640668	106.7036741	19.14986847	147	1
Forest 	15	FH_acc	292.6964437	0.958007314	127.798431	5.709341386	106.7021652	19.14986847	147	2
Forest 	15	FH_acc	292.5666424	0.927964875	127.6807915	5.710943211	106.7005998	19.14986847	147	3
Forest 	15	FH_acc	293.2726554	1.066640567	128.2281485	5.712350741	106.7013289	19.14986847	147	4
Forest 	15	FH_acc	293.8694956	1.175859907	128.6900953	5.714435864	106.7070741	19.14986847	147	5
Forest 	15	FH_acc	294.2817797	1.236121252	129.0069183	5.717620134	106.7212449	19.14986847	147	6
Forest 	15	FH_acc	294.4606855	1.237259619	129.1378087	5.721994175	106.7459013	19.14986847	147	7
Forest 	15	FH_acc	294.4857092	1.204521334	129.1417458	5.726708851	106.7771615	19.14986847	147	8
Forest 	15	FH_acc	294.5300986	1.181390291	129.1571358	5.730874472	106.8072717	19.14986847	147	9
Forest 	15	FH_acc	294.7488839	1.199039491	129.3143337	5.734446195	106.8297797	19.14986847	147	10
Forest 	15	FH_acc	294.289141	1.083909406	128.9351492	5.737759993	106.8431759	19.14986847	147	11
Forest 	15	FH_acc	294.0536967	1.026969448	128.7334587	5.73986471	106.8463941	19.14986847	147	12
Forest 	15	FH_acc	293.9114389	0.992312219	128.6070828	5.741667778	106.845503	19.14986847	148	1
Forest 	15	FH_acc	293.7813601	0.961287855	128.4899505	5.743358976	106.8440264	19.14986847	148	2
Forest 	15	FH_acc	293.6510657	0.931195937	128.3718261	5.744950987	106.8424935	19.14986847	148	3
Forest 	15	FH_acc	294.3577786	1.070087281	128.9196168	5.74634222	106.8432708	19.14986847	148	4
Forest 	15	FH_acc	294.954939	1.179474763	129.3816463	5.748401781	106.8490923	19.14986847	148	5
Forest 	15	FH_acc	295.3669017	1.239825519	129.6979573	5.751544762	106.8633869	19.14986847	148	6
Forest 	15	FH_acc	295.5446734	1.240958734	129.8275781	5.755857201	106.8882269	19.14986847	148	7
Forest 	15	FH_acc	295.5680241	1.208161921	129.8297351	5.760495841	106.9197099	19.14986847	148	8
Forest 	15	FH_acc	295.61081	1.184988891	129.8434031	5.764586128	106.9500373	19.14986847	148	9
Forest 	15	FH_acc	295.8286153	1.202662227	129.999466	5.76809867	106.9727165	19.14986847	148	10
Forest 	15	FH_acc	295.3672545	1.087348545	129.6187519	5.771374359	106.9862273	19.14986847	148	11
Forest 	15	FH_acc	295.1309654	1.030317777	129.4162496	5.773460209	106.9895033	19.14986847	148	12
Forest 	15	FH_acc	294.9881879	0.995605274	129.2893668	5.775252953	106.9886461	19.14986847	149	1
Forest 	15	FH_acc	294.8576305	0.964531426	129.171765	5.776934749	106.9872004	19.14986847	149	2
Forest 	15	FH_acc	294.7268546	0.934391511	129.053167	5.778517065	106.9856985	19.14986847	149	3
Forest 	15	FH_acc	295.4342401	1.073491742	129.6013724	5.779892218	106.9865219	19.14986847	149	4
Forest 	15	FH_acc	296.0317024	1.183042051	130.0634739	5.781926547	106.9924168	19.14986847	149	5
Forest 	15	FH_acc	296.4433401	1.243479306	130.3792761	5.785028754	107.0068307	19.14986847	149	6
Forest 	15	FH_acc	296.619993	1.244607359	130.5076477	5.789280352	107.031848	19.14986847	149	7
Forest 	15	FH_acc	296.6416983	1.211753661	130.5080572	5.79384391	107.0635462	19.14986847	149	8
Forest 	15	FH_acc	296.6829068	1.18853981	130.5200343	5.797859826	107.0940832	19.14986847	149	9
Forest 	15	FH_acc	296.8997439	1.206236442	130.6749799	5.801313941	107.1169275	19.14986847	149	10
Forest 	15	FH_acc	296.4368029	1.090744807	130.2927716	5.804551994	107.1305488	19.14986847	149	11
Forest 	15	FH_acc	296.1996889	1.03362602	130.0894766	5.806619212	107.1338803	19.14986847	149	12
Forest 	15	FH_acc	296.056404	0.99885994	129.9620987	5.808401758	107.1330555	19.14986847	150	1
Forest 	15	FH_acc	295.9253792	0.96773813	129.8440383	5.810074266	107.1316392	19.14986847	150	2
Forest 	15	FH_acc	295.7941334	0.937551691	129.7249777	5.811647013	107.1301668	19.14986847	150	3
Forest 	15	FH_acc	296.502168	1.076854835	130.273582	5.813006304	107.1310345	19.14986847	150	4
Forest 	15	FH_acc	297.0999172	1.186563373	130.7357472	5.815015729	107.137	19.14986847	150	5
Forest 	15	FH_acc	297.5112296	1.24708481	131.051046	5.818077687	107.1515289	19.14986847	150	6
Forest 	15	FH_acc	297.6867815	1.248208097	131.1781914	5.822269232	107.1767172	19.14986847	150	7
Forest 	15	FH_acc	297.7068715	1.215299419	131.1768876	5.826758697	107.2086232	19.14986847	150	8
Forest 	15	FH_acc	297.7465309	1.192046132	131.1872069	5.83070124	107.2393626	19.14986847	150	9
Forest 	15	FH_acc	297.9624141	1.209765513	131.3410551	5.834097718	107.2623661	19.14986847	150	10
Forest 	15	FH_acc	297.4979297	1.094101182	130.9573874	5.837298633	107.276094	19.14986847	150	11
Forest 	15	FH_acc	297.2600102	1.036896977	130.7533183	5.839347469	107.2794785	19.14986847	150	12
Forest 	15	FH_acc	297.1162299	1.002078903	130.6254568	5.841119951	107.2786845	19.14986847	151	1
Forest 	15	FH_acc	296.9847488	0.970910548	130.5069485	5.842783296	107.2772962	19.14986847	151	2
Forest 	15	FH_acc	296.8530442	0.940678961	130.3874363	5.844346602	107.275852	19.14986847	151	3
Forest 	15	FH_acc	297.5617042	1.080178905	130.936423	5.845690255	107.2767621	19.14986847	151	4
Forest 	15	FH_acc	298.1597247	1.19004089	131.3986436	5.84767512	107.2827953	19.14986847	151	5
Forest 	15	FH_acc	298.5707105	1.250643934	131.7134437	5.850697374	107.2974351	19.14986847	151	6
Forest 	15	FH_acc	298.7451782	1.251762536	131.8393845	5.85482967	107.3227883	19.14986847	151	7
Forest 	15	FH_acc	298.7636814	1.218800464	131.8364005	5.859246048	107.3548947	19.14986847	151	8
Forest 	15	FH_acc	298.8018188	1.195508875	131.8450939	5.86311623	107.3858294	19.14986847	151	9
Forest 	15	FH_acc	299.0167613	1.213250288	131.9978632	5.866455865	107.4089864	19.14986847	151	10
Forest 	15	FH_acc	298.5507697	1.097418422	131.6127705	5.869620144	107.4228168	19.14986847	151	11
Forest 	15	FH_acc	298.3120636	1.04013135	131.4079453	5.871650848	107.4262523	19.14986847	151	12
Forest 	15	FH_acc	298.1677997	1.005262836	131.2796117	5.873413402	107.4254876	19.14986847	152	1
Forest 	15	FH_acc	298.0358734	0.974049327	131.1606662	5.87506771	107.424126	19.14986847	152	2
Forest 	15	FH_acc	297.9037208	0.94377394	131.0407128	5.876621707	107.4227085	19.14986847	152	3
Forest 	15	FH_acc	298.6129839	1.083464936	131.5900669	5.877949952	107.423659	19.14986847	152	4
Forest 	15	FH_acc	299.2112619	1.193475904	132.0523357	5.879910603	107.4297575	19.14986847	152	5
Forest 	15	FH_acc	299.6219209	1.254158215	132.3666427	5.8828937	107.4445037	19.14986847	152	6
Forest 	15	FH_acc	299.7953219	1.255272343	132.4914009	5.886967568	107.4700161	19.14986847	152	7
Forest 	15	FH_acc	299.8122674	1.222258519	132.4867703	5.891311881	107.5023159	19.14986847	152	8
Forest 	15	FH_acc	299.8489104	1.19892981	132.4938697	5.89511073	107.5334388	19.14986847	152	9
Forest 	15	FH_acc	300.0629266	1.216692648	132.6455796	5.898394334	107.5567438	19.14986847	152	10
Forest 	15	FH_acc	299.595463	1.100698188	132.2590953	5.901522487	107.5706728	19.14986847	152	11
Forest 	15	FH_acc	299.3559889	1.043330695	132.0535319	5.90353532	107.5741571	19.14986847	152	12
Forest 	15	FH_acc	299.211253	1.008413229	131.9247373	5.905288087	107.5734204	19.14986847	153	1
Forest 	15	FH_acc	299.0788919	0.977155896	131.8053648	5.906933484	107.572084	19.14986847	153	2
Forest 	15	FH_acc	298.9463022	0.946838003	131.6849809	5.908478307	107.5706919	19.14986847	153	3
Forest 	15	FH_acc	299.6561438	1.08671383	132.2346855	5.909791376	107.571681	19.14986847	153	4
Forest 	15	FH_acc	300.2546629	1.196868848	132.6969928	5.911728163	107.5778419	19.14986847	153	5
Forest 	15	FH_acc	300.6649924	1.257627638	133.0108101	5.914672653	107.5926908	19.14986847	153	6
Forest 	15	FH_acc	300.8373412	1.258737106	133.1344056	5.918688902	107.6183564	19.14986847	153	7
Forest 	15	FH_acc	300.8527552	1.225672847	133.1281587	5.922962157	107.6508424	19.14986847	153	8
Forest 	15	FH_acc	300.8879285	1.20230794	133.1336937	5.926690677	107.6821469	19.14986847	153	9
Forest 	15	FH_acc	301.1010296	1.220091347	133.2843609	5.92991904	107.7055943	19.14986847	153	10
Forest 	15	FH_acc	300.6321289	1.10393937	132.896518	5.933011565	107.719618	19.14986847	153	11
Forest 	15	FH_acc	300.3919052	1.046493965	132.6902338	5.935006776	107.723149	19.14986847	153	12
Forest 	15	FH_acc	300.2467086	1.011529075	132.5609892	5.93674989	107.7224388	19.14986847	154	1
Forest 	15	FH_acc	300.1139234	0.980229287	132.4411999	5.938386504	107.7211264	19.14986847	154	2
Forest 	15	FH_acc	299.9809069	0.949870214	132.3203955	5.939922284	107.7197583	19.14986847	154	3
Forest 	15	FH_acc	300.6913084	1.089925886	132.8704382	5.941220402	107.7207843	19.14986847	154	4
Forest 	15	FH_acc	301.2900576	1.20022118	133.3327792	5.943133672	107.7270051	19.14986847	154	5
Forest 	15	FH_acc	301.7000602	1.261054666	133.6461143	5.946040112	107.7419527	19.14986847	154	6
Forest 	15	FH_acc	301.8713762	1.262160045	133.7685702	5.949999576	107.7677657	19.14986847	154	7
Forest 	15	FH_acc	301.885289	1.229047202	133.7607412	5.954202816	107.8004314	19.14986847	154	8
Forest 	15	FH_acc	301.9190213	1.205647458	133.7647446	5.957862062	107.8319104	19.14986847	154	9
Forest 	15	FH_acc	302.1312234	1.223451091	133.9143898	5.961036017	107.855495	19.14986847	154	10
Forest 	15	FH_acc	301.6609194	1.107146136	133.5252205	5.964093446	107.8696099	19.14986847	154	11
Forest 	15	FH_acc	301.4199637	1.049625067	133.3182326	5.966071303	107.8731855	19.14986847	154	12
Forest 	15	FH_acc	301.2743176	1.01461412	133.1885487	5.967804912	107.8725005	19.14986847	155	1
Forest 	15	FH_acc	301.1411183	0.983273102	133.0683524	5.969432877	107.8712107	19.14986847	155	2
Forest 	15	FH_acc	301.0076855	0.952874036	132.9471377	5.970959755	107.8698654	19.14986847	155	3
Forest 	15	FH_acc	301.7186235	1.093103591	133.4975026	5.972243162	107.8709265	19.14986847	155	4
Forest 	15	FH_acc	302.3175875	1.203534401	133.9598683	5.974133273	107.8772046	19.14986847	155	5
Forest 	15	FH_acc	302.7272608	1.264439831	134.2727248	5.977002226	107.892247	19.14986847	155	6
Forest 	15	FH_acc	302.8975582	1.265540817	134.3940604	5.980905733	107.918202	19.14986847	155	7
Forest 	15	FH_acc	302.9099953	1.232380519	134.384679	5.985039986	107.9510404	19.14986847	155	8
Forest 	15	FH_acc	302.9423107	1.208946713	134.3871794	5.988630981	107.9826878	19.14986847	155	9
Forest 	15	FH_acc	303.1536251	1.226769694	134.535819	5.991751331	108.0064043	19.14986847	155	10
Forest 	15	FH_acc	302.6819512	1.110316546	134.1453549	5.994774169	108.0206065	19.14986847	155	11
Forest 	15	FH_acc	302.4402812	1.052722177	133.9376803	5.996734929	108.0242247	19.14986847	155	12
Forest 	15	FH_acc	302.2941963	1.017666613	133.8075675	5.998459171	108.0235635	19.14986847	156	1
Forest 	15	FH_acc	302.1605931	0.986285653	133.6869741	6.000078615	108.0222951	19.14986847	156	2
Forest 	15	FH_acc	302.026754	0.955847844	133.5653588	6.001596727	108.0209713	19.14986847	156	3
Forest 	15	FH_acc	302.7382113	1.096246595	134.1160344	6.00286565	108.0220658	19.14986847	156	4
Forest 	15	FH_acc	303.3373801	1.20680937	134.5784207	6.004732956	108.0283988	19.14986847	156	5
Forest 	15	FH_acc	303.7467271	1.267785071	134.8908061	6.007564986	108.0435322	19.14986847	156	6
Forest 	15	FH_acc	303.9160251	1.268882206	135.0110444	6.011413382	108.0696237	19.14986847	156	7
Forest 	15	FH_acc	303.9270161	1.235676199	135.000144	6.015479704	108.1026285	19.14986847	156	8
Forest 	15	FH_acc	303.9579429	1.212209616	135.0011734	6.019003512	108.1344376	19.14986847	156	9
Forest 	15	FH_acc	304.1683855	1.230051623	135.1488276	6.022071097	108.158281	19.14986847	156	10
Forest 	15	FH_acc	303.6953741	1.113454556	134.7570997	6.025059885	108.1725671	19.14986847	156	11
Forest 	15	FH_acc	303.4530067	1.055789003	134.5487546	6.027003816	108.1762259	19.14986847	156	12
Forest 	15	FH_acc	303.3064938	1.020690109	134.4182233	6.028718844	108.1755872	19.14986847	157	1
Forest 	15	FH_acc	303.1724964	0.98927036	134.2972423	6.030329905	108.1743389	19.14986847	157	2
Forest 	15	FH_acc	303.0382608	0.958794928	134.1752359	6.031839393	108.1730354	19.14986847	157	3
Forest 	15	FH_acc	303.7502175	1.099357609	134.726209	6.033094073	108.1741617	19.14986847	157	4
Forest 	15	FH_acc	304.3495789	1.210048195	135.1886095	6.034938939	108.1805471	19.14986847	157	5
Forest 	15	FH_acc	304.7585996	1.271091845	135.5005292	6.037734622	108.1957679	19.14986847	157	6
Forest 	15	FH_acc	304.9269143	1.272185038	135.6196905	6.04152876	108.2219907	19.14986847	157	7
Forest 	15	FH_acc	304.9364857	1.238934509	135.6073015	6.045528206	108.2551553	19.14986847	157	8
Forest 	15	FH_acc	304.9660491	1.215435985	135.6068894	6.048985877	108.2871202	19.14986847	157	9
Forest 	15	FH_acc	305.1756329	1.233296326	135.7535761	6.052001527	108.3110852	19.14986847	157	10
Forest 	15	FH_acc	304.7013159	1.116559677	135.3606145	6.054956788	108.3254519	19.14986847	157	11
Forest 	15	FH_acc	304.458268	1.058825084	135.1516151	6.05688416	108.3291493	19.14986847	157	12
Forest 	15	FH_acc	304.3113373	1.023684165	135.0206754	6.058590118	108.3285318	19.14986847	158	1
Forest 	15	FH_acc	304.1769554	0.992226797	134.899316	6.060192931	108.3273025	19.14986847	158	2
Forest 	15	FH_acc	304.0423329	0.961714871	134.776928	6.061693935	108.326018	19.14986847	158	3
Forest 	15	FH_acc	304.754769	1.102436244	135.328185	6.06293461	108.3271745	19.14986847	158	4
Forest 	15	FH_acc	305.3543102	1.21325051	135.7905929	6.064757392	108.33361	19.14986847	158	5
Forest 	15	FH_acc	305.7630042	1.27435983	136.1020518	6.067517293	108.3489144	19.14986847	158	6
Forest 	15	FH_acc	305.9303506	1.275449029	136.2201555	6.071258008	108.3752633	19.14986847	158	7
Forest 	15	FH_acc	305.938528	1.24215521	136.2063072	6.075191614	108.4085817	19.14986847	158	8
Forest 	15	FH_acc	305.9667522	1.218625615	136.2044818	6.078584184	108.4406959	19.14986847	158	9
Forest 	15	FH_acc	306.1754895	1.236503622	136.3502177	6.081548709	108.4647779	19.14986847	158	10
Forest 	15	FH_acc	305.6998983	1.119631737	135.9560523	6.084470962	108.4792216	19.14986847	158	11
Forest 	15	FH_acc	305.4561862	1.061830254	135.7464144	6.086382034	108.4829558	19.14986847	158	12
Forest 	15	FH_acc	305.3088481	1.026648621	135.6150761	6.088079066	108.4823583	19.14986847	159	1
Forest 	15	FH_acc	305.1740911	0.995154803	135.4933476	6.089673764	108.4811467	19.14986847	159	2
Forest 	15	FH_acc	305.0390912	0.964607522	135.3705872	6.091166424	108.4798801	19.14986847	159	3
Forest 	15	FH_acc	305.7519904	1.105483143	135.9221174	6.092393324	108.4810652	19.14986847	159	4
Forest 	15	FH_acc	306.3517021	1.216417696	136.3845287	6.094194379	108.4875485	19.14986847	159	5
Forest 	15	FH_acc	306.7600724	1.277591025	136.6955339	6.096919068	108.502933	19.14986847	159	6
Forest 	15	FH_acc	306.9264685	1.278676628	136.8126018	6.100607209	108.5294029	19.14986847	159	7
Forest 	15	FH_acc	306.9332799	1.245341043	136.7973254	6.104476031	108.5628688	19.14986847	159	8
Forest 	15	FH_acc	306.9601915	1.221781491	136.7941169	6.107804558	108.5951267	19.14986847	159	9
Forest 	15	FH_acc	307.1680973	1.239676801	136.9389213	6.110718798	108.6193208	19.14986847	159	10
Forest 	15	FH_acc	306.6912623	1.122673656	136.5435812	6.113608581	108.6338382	19.14986847	159	11
Forest 	15	FH_acc	306.4469022	1.064807248	136.3333202	6.115503625	108.6376074	19.14986847	159	12
Forest 	15	FH_acc	306.2991665	1.029586096	136.2015929	6.117191882	108.6370286	19.14986847	160	1
Forest 	15	FH_acc	306.1640435	0.9980569	136.0795042	6.118778603	108.6358337	19.14986847	160	2
Forest 	15	FH_acc	306.0286755	0.967475304	135.9563804	6.120263061	108.6345837	19.14986847	160	3
Forest 	15	FH_acc	306.7420211	1.1085006	136.5081729	6.121476426	108.6357959	19.14986847	160	4
Forest 	15	FH_acc	307.3418937	1.219551868	136.9705832	6.123256121	108.6423247	19.14986847	160	5
Forest 	15	FH_acc	307.7499421	1.280787294	137.2811413	6.125946176	108.657786	19.14986847	160	6
Forest 	15	FH_acc	307.9154049	1.281869388	137.3971939	6.129582603	108.6843719	19.14986847	160	7
Forest 	15	FH_acc	307.9208769	1.248493251	137.3805199	6.133387707	108.7179795	19.14986847	160	8
Forest 	15	FH_acc	307.9465012	1.224904614	137.3759573	6.136653254	108.7503752	19.14986847	160	9
Forest 	15	FH_acc	308.1535897	1.242816706	137.5198483	6.139518045	108.7746767	19.14986847	160	10
Forest 	15	FH_acc	307.6755406	1.125686177	137.1233619	6.142375893	108.7892646	19.14986847	160	11
Forest 	15	FH_acc	307.430548	1.067756764	136.912493	6.144255181	108.7930669	19.14986847	160	12
Forest 	15	FH_acc	307.2824246	1.03249726	136.7803862	6.145934814	108.7925057	19.14986847	161	1
Forest 	15	FH_acc	307.1469446	1.000933731	136.657946	6.147513697	108.7913263	19.14986847	161	2
Forest 	15	FH_acc	307.0112175	0.970318833	136.5344677	6.148990097	108.790092	19.14986847	161	3
Forest 	15	FH_acc	307.7249925	1.111489197	137.0865112	6.150190166	108.7913296	19.14986847	161	4
Forest 	15	FH_acc	308.3250158	1.222653564	137.5489156	6.151948861	108.7979017	19.14986847	161	5
Forest 	15	FH_acc	308.7327438	1.283949111	137.8590326	6.154604859	108.8134365	19.14986847	161	6
Forest 	15	FH_acc	308.897289	1.285027696	137.9740897	6.158190424	108.8401336	19.14986847	161	7
Forest 	15	FH_acc	308.9014473	1.251612141	137.9560469	6.161932864	108.8738771	19.14986847	161	8
Forest 	15	FH_acc	308.9258087	1.227995223	137.9501583	6.165136482	108.9064048	19.14986847	161	9
Forest 	15	FH_acc	309.1320929	1.245923533	138.0931535	6.167952651	108.9308093	19.14986847	161	10
Forest 	15	FH_acc	308.6528591	1.128669471	137.6955486	6.170779094	108.9454646	19.14986847	161	11
Forest 	15	FH_acc	308.4072495	1.070678955	137.4840864	6.172642892	108.9492983	19.14986847	161	12
Forest 	15	FH_acc	308.2587478	1.035382259	137.3516094	6.174314051	108.9487534	19.14986847	162	1
Forest 	15	FH_acc	308.1229196	1.003785436	137.2288263	6.175885232	108.9475885	19.14986847	162	2
Forest 	15	FH_acc	307.9868422	0.973138242	137.1050022	6.177353718	108.9463686	19.14986847	162	3
Forest 	15	FH_acc	308.7010315	1.114449456	137.6572868	6.178540725	108.9476302	19.14986847	162	4
Forest 	15	FH_acc	309.301197	1.225723656	138.1196816	6.180278784	108.9542437	19.14986847	162	5
Forest 	15	FH_acc	309.7086071	1.287077634	138.4293645	6.182901298	108.9698484	19.14986847	162	6
Forest 	15	FH_acc	309.8722518	1.288152908	138.5434465	6.186436852	108.996652	19.14986847	162	7
Forest 	15	FH_acc	309.8751225	1.254699184	138.5240643	6.190117686	109.0305258	19.14986847	162	8
Forest 	15	FH_acc	309.8982461	1.23105489	138.5168783	6.193260429	109.06318	19.14986847	162	9
Forest 	15	FH_acc	310.1037402	1.248998986	138.6589955	6.196028809	109.087683	19.14986847	162	10
Forest 	15	FH_acc	309.6233502	1.131625047	138.2602994	6.198824382	109.1024025	19.14986847	162	11
Forest 	15	FH_acc	309.3771384	1.073575238	138.0482586	6.200672962	109.106266	19.14986847	162	12
Forest 	15	FH_acc	309.2282678	1.03824245	137.9154204	6.202335797	109.1057364	19.14986847	163	1
Forest 	15	FH_acc	309.0921001	1.006613317	137.7923027	6.203899416	109.1045847	19.14986847	163	2
Forest 	15	FH_acc	308.955681	0.975934784	137.6681413	6.205360131	109.1033783	19.14986847	163	3
Forest 	15	FH_acc	309.6702691	1.117382561	138.2206568	6.206534314	109.1046626	19.14986847	163	4
Forest 	15	FH_acc	310.2705677	1.228763233	138.683038	6.208252097	109.111315	19.14986847	163	5
Forest 	15	FH_acc	310.677662	1.290173821	138.992293	6.210841701	109.1269868	19.14986847	163	6
Forest 	15	FH_acc	310.840422	1.291245816	139.1054194	6.214328097	109.1538922	19.14986847	163	7
Forest 	15	FH_acc	310.8420304	1.257755012	139.0847264	6.217948376	109.1878906	19.14986847	163	8
Forest 	15	FH_acc	310.8639401	1.234084115	139.0762703	6.221031293	109.2206661	19.14986847	163	9
Forest 	15	FH_acc	311.0686574	1.252043489	139.2175266	6.223752707	109.2452633	19.14986847	163	10
Forest 	15	FH_acc	310.5871391	1.134553275	138.817766	6.22651794	109.260044	19.14986847	163	11
Forest 	15	FH_acc	310.3403399	1.076445955	138.6051607	6.228351568	109.2639354	19.14986847	163	12
Forest 	15	FH_acc	310.1911095	1.041078161	138.4719702	6.23000623	109.2634199	19.14986847	164	1
Forest 	15	FH_acc	310.0546106	1.009417688	138.3485262	6.231562424	109.2622807	19.14986847	164	2
Forest 	15	FH_acc	309.9178583	0.978708758	138.2240356	6.233015511	109.2610867	19.14986847	164	3
Forest 	15	FH_acc	310.6328294	1.120288793	138.7767717	6.234177105	109.2623922	19.14986847	164	4
Forest 	15	FH_acc	311.2332517	1.231772553	139.2391348	6.235874969	109.2690816	19.14986847	164	5
Forest 	15	FH_acc	311.6400316	1.293237896	139.5479677	6.238432231	109.2848171	19.14986847	164	6
Forest 	15	FH_acc	311.801922	1.294306603	139.6601571	6.241870305	109.31182	19.14986847	164	7
Forest 	15	FH_acc	311.8022922	1.26077976	139.6381806	6.245431064	109.3459376	19.14986847	164	8
Forest 	15	FH_acc	311.823011	1.237083	139.6284807	6.248455183	109.378829	19.14986847	164	9
Forest 	15	FH_acc	312.026964	1.255057115	139.7688925	6.251130445	109.4035161	19.14986847	164	10
Forest 	15	FH_acc	311.5443448	1.137454217	139.3680936	6.253865856	109.4183552	19.14986847	164	11
Forest 	15	FH_acc	311.2969727	1.079291163	139.1549376	6.255684798	109.422273	19.14986847	164	12
Forest 	15	FH_acc	311.1473914	1.043889442	139.0214035	6.257331432	109.4217704	19.14986847	165	1
Forest 	15	FH_acc	311.0105696	1.012198599	138.8976412	6.258880337	109.4206425	19.14986847	165	2
Forest 	15	FH_acc	310.8734925	0.981460208	138.7728295	6.260325936	109.4194599	19.14986847	165	3
Forest 	15	FH_acc	311.5888325	1.123168588	139.3257771	6.261475171	109.4207852	19.14986847	165	4
Forest 	15	FH_acc	312.1893708	1.234752412	139.788119	6.263153471	109.4275097	19.14986847	165	5
Forest 	15	FH_acc	312.5958391	1.29627095	140.0965363	6.265678954	109.4433059	19.14986847	165	6
Forest 	15	FH_acc	312.7568759	1.297336562	140.2078081	6.269069542	109.4704018	19.14986847	165	7
Forest 	15	FH_acc	312.7560328	1.263774854	140.184576	6.272571817	109.5046334	19.14986847	165	8
Forest 	15	FH_acc	312.7755844	1.24005308	140.1736592	6.275538173	109.5376354	19.14986847	165	9
Forest 	15	FH_acc	312.9787868	1.258041544	140.3132437	6.278168095	109.5624084	19.14986847	165	10
Forest 	15	FH_acc	312.4950935	1.14032936	139.911432	6.280874209	109.5773029	19.14986847	165	11
Forest 	15	FH_acc	312.2471624	1.082112248	139.697739	6.282678731	109.5812455	19.14986847	165	12
Forest 	15	FH_acc	312.097239	1.046677625	139.5638696	6.284317487	109.580755	19.14986847	166	1
Forest 	15	FH_acc	311.9601023	1.014957327	139.4397969	6.28585924	109.5796374	19.14986847	166	2
Forest 	15	FH_acc	311.8227084	0.984190366	139.3146722	6.287297491	109.5784652	19.14986847	166	3
Forest 	15	FH_acc	312.5384051	1.126023509	139.8678234	6.288434601	109.5798089	19.14986847	166	4
Forest 	15	FH_acc	313.1390531	1.237704642	140.330142	6.290093694	109.5865666	19.14986847	166	5
Forest 	15	FH_acc	313.5452138	1.299274993	140.6381515	6.292587965	109.6024205	19.14986847	166	6
Forest 	15	FH_acc	313.7054141	1.300337762	140.7485258	6.295931916	109.6296051	19.14986847	166	7
Forest 	15	FH_acc	313.7033833	1.266742342	140.7240662	6.299376755	109.6639456	19.14986847	166	8
Forest 	15	FH_acc	313.7217922	1.242996393	140.7119601	6.302286391	109.6970532	19.14986847	166	9
Forest 	15	FH_acc	313.9242582	1.260998885	140.8507351	6.304871799	109.7219079	19.14986847	166	10
Forest 	15	FH_acc	313.4395168	1.143180573	140.4479355	6.307549152	109.7368552	19.14986847	166	11
Forest 	15	FH_acc	313.1910405	1.084910969	140.2337187	6.30933952	109.740821	19.14986847	166	12
Forest 	15	FH_acc	313.0407834	1.049444393	140.0995225	6.310970551	109.7403415	19.14986847	167	1
Forest 	15	FH_acc	312.9033397	1.017695492	139.9751471	6.312505291	109.7392333	19.14986847	167	2
Forest 	15	FH_acc	312.7656369	0.986900785	139.849717	6.313936341	109.7380704	19.14986847	167	3
Forest 	15	FH_acc	313.4816756	1.128854629	140.4030623	6.315061558	109.7394314	19.14986847	167	4
Forest 	15	FH_acc	314.0824248	1.240629841	140.8653536	6.3167018	109.7462203	19.14986847	167	5
