Year	Month	Day	Max	Min	Mean	Precip
1999	11	14	9.16	3.16	6.16	0.02
1999	11	15	7.55	1.55	4.55	0.05
1999	11	16	5.01	-0.99	2.01	0.06
1999	11	17	3.76	-2.24	0.76	0.05
1999	11	18	4.65	-1.35	1.65	0.09
1999	11	19	4.64	-1.36	1.64	0.01
1999	11	20	4.5	-1.5	1.5	0
1999	11	21	7.21	1.21	4.21	0.06
1999	11	22	7.99	1.99	4.99	0.11
1999	11	23	11.36	5.36	8.36	1.21
1999	11	24	9.3	3.3	6.3	0.1
1999	11	25	8.96	2.96	5.96	0.43
1999	11	26	9.75	3.75	6.75	1.35
1999	11	27	7.32	1.32	4.32	1.1
1999	11	28	9.22	3.22	6.22	3.23
1999	11	29	4.27	-1.73	1.27	0.73
1999	11	30	10.42	4.42	7.42	1.3
1999	12	1	4.9	0.3	2.6	0.84
1999	12	2	3.53	-1.07	1.23	1
1999	12	3	2.14	-2.46	-0.16	0.51
1999	12	4	1.68	-2.92	-0.62	0.23
1999	12	5	2.81	-1.79	0.51	0.29
1999	12	6	9.79	5.19	7.49	1.34
1999	12	7	4.96	0.36	2.66	0.73
1999	12	8	6.4	1.8	4.1	0.18
1999	12	9	5.14	0.54	2.84	0.51
1999	12	10	2.26	-2.34	-0.04	0
1999	12	11	2.03	-2.57	-0.27	0.16
1999	12	12	2.17	-2.43	-0.13	0
1999	12	13	0.78	-3.82	-1.52	1.18
1999	12	14	2.36	-2.24	0.06	0.28
1999	12	15	3.23	-1.37	0.93	0.11
1999	12	16	5.62	1.02	3.32	1.66
1999	12	17	4.25	-0.35	1.95	0.2
1999	12	18	-0.64	-5.24	-2.94	0.01
1999	12	19	-0.98	-5.58	-3.28	0
1999	12	20	-1.38	-5.98	-3.68	0.04
1999	12	21	4.17	-0.43	1.87	0.51
1999	12	22	6.5	1.9	4.2	2.23
1999	12	23	6.21	1.61	3.91	1.96
1999	12	24	6.37	1.77	4.07	3
1999	12	25	3.98	-0.62	1.68	0.37
1999	12	26	2.76	-1.84	0.46	0.12
1999	12	27	2.77	-1.83	0.47	0
1999	12	28	2.34	-2.26	0.04	0.03
1999	12	29	3.05	-1.55	0.75	0.37
1999	12	30	4.88	0.28	2.58	0.18
1999	12	31	5.91	1.31	3.61	0.1
2000	1	1	7.1	2.1	4.6	0.35
2000	1	2	7.59	2.59	5.09	0.57
2000	1	3	6.41	1.41	3.91	1.19
2000	1	4	4.33	-0.67	1.83	0.78
2000	1	5	7.69	2.69	5.19	1.11
2000	1	6	6	1	3.5	0.11
2000	1	7	8.67	3.67	6.17	2.26
2000	1	8	5.18	0.18	2.68	0.83
2000	1	9	3.22	-1.78	0.72	0.34
2000	1	10	6.99	1.99	4.49	0.24
2000	1	11	6.27	1.27	3.77	0.27
2000	1	12	3.88	-1.12	1.38	0.15
2000	1	13	2.69	-2.31	0.19	1.16
2000	1	14	2.97	-2.03	0.47	0.03
2000	1	15	3.07	-1.93	0.57	0
2000	1	16	6.7	1.7	4.2	0.03
2000	1	17	7.67	2.67	5.17	0.01
2000	1	18	7.86	2.86	5.36	0.02
2000	1	19	5.8	0.8	3.3	0
2000	1	20	6.51	1.51	4.01	0.07
2000	1	21	5.99	0.99	3.49	0.68
2000	1	22	5.38	0.38	2.88	0.17
2000	1	23	3.93	-1.07	1.43	0.13
2000	1	24	4.83	-0.17	2.33	0
2000	1	25	2.52	-2.48	0.02	0
2000	1	26	4.95	-0.05	2.45	0
2000	1	27	6.42	1.42	3.92	0.42
2000	1	28	7.71	2.71	5.21	1.2
2000	1	29	6.63	1.63	4.13	0.46
2000	1	30	6.03	1.03	3.53	1.83
2000	1	31	6.56	1.56	4.06	1.39
2000	2	1	8.03	2.23	5.13	0.25
2000	2	2	6.12	0.32	3.22	0.23
2000	2	3	7.35	1.55	4.45	0.14
2000	2	4	12.27	6.47	9.37	0.07
2000	2	5	10.9	5.1	8	0.19
2000	2	6	8.36	2.56	5.46	0.4
2000	2	7	6.76	0.96	3.86	0.81
2000	2	8	6.19	0.39	3.29	0.72
2000	2	9	7.69	1.89	4.79	0.48
2000	2	10	6.13	0.33	3.23	0.8
2000	2	11	7.89	2.09	4.99	1.32
2000	2	12	3.23	-2.57	0.33	0.89
2000	2	13	4.21	-1.59	1.31	0.12
2000	2	14	5.07	-0.73	2.17	0.25
2000	2	15	3.96	-1.84	1.06	0.23
2000	2	16	1.53	-4.27	-1.37	0.71
2000	2	17	3.2	-2.6	0.3	0.28
2000	2	18	4.52	-1.28	1.62	0.17
2000	2	19	3.59	-2.21	0.69	0
2000	2	20	3.33	-2.47	0.43	0.23
2000	2	21	5.38	-0.42	2.48	0
2000	2	22	4.59	-1.21	1.69	0
2000	2	23	8	2.2	5.1	0.54
2000	2	24	4.12	-1.68	1.22	0.79
2000	2	25	6.17	0.37	3.27	0.28
2000	2	26	7.95	2.15	5.05	1.69
2000	2	27	7.44	1.64	4.54	1.53
2000	2	28	5.03	-0.77	2.13	0.84
2000	2	29	5.12	-0.68	2.22	0.53
2000	3	1	4.51	-2.19	1.16	0.42
2000	3	2	6.11	-0.59	2.76	0.8
2000	3	3	3.73	-2.97	0.38	0.68
2000	3	4	2.24	-4.46	-1.11	0.1
2000	3	5	6.3	-0.4	2.95	0.26
2000	3	6	11.59	4.89	8.24	0.35
2000	3	7	10.82	4.12	7.47	0.25
2000	3	8	12.8	6.1	9.45	0.09
2000	3	9	9.18	2.48	5.83	0.55
2000	3	10	10.27	3.57	6.92	0.07
2000	3	11	9.79	3.09	6.44	0
2000	3	12	10.26	3.56	6.91	0.03
2000	3	13	10.28	3.58	6.93	0.22
2000	3	14	6.05	-0.65	2.7	0.17
2000	3	15	9.56	2.86	6.21	0
2000	3	16	11.08	4.38	7.73	0
2000	3	17	10.15	3.45	6.8	0.03
2000	3	18	7.23	0.53	3.88	0
2000	3	19	11.42	4.72	8.07	0
2000	3	20	12.01	5.31	8.66	0.01
2000	3	21	8.47	1.77	5.12	0.45
2000	3	22	5.78	-0.92	2.43	0
2000	3	23	5.36	-1.34	2.01	0.44
2000	3	24	8.37	1.67	5.02	0.07
2000	3	25	6.79	0.09	3.44	0.01
2000	3	26	6.66	-0.04	3.31	0.17
2000	3	27	6.35	-0.35	3	0
2000	3	28	6.45	-0.25	3.1	0.03
2000	3	29	8.13	1.43	4.78	0
2000	3	30	8.86	2.16	5.51	0
2000	3	31	8.79	2.09	5.44	0.64
2000	4	1	7.33	-0.37	3.48	1.59
2000	4	2	4.34	-3.36	0.49	0.82
2000	4	3	3.82	-3.88	-0.03	0.7
2000	4	4	4.44	-3.26	0.59	0.01
2000	4	5	6.66	-1.04	2.81	0
2000	4	6	8.07	0.37	4.22	0
2000	4	7	8.51	0.81	4.66	0.15
2000	4	8	10.33	2.63	6.48	0
2000	4	9	8.59	0.89	4.74	0
2000	4	10	8.47	0.77	4.62	0.11
2000	4	11	6.57	-1.13	2.72	0.89
2000	4	12	7.13	-0.57	3.28	2.21
2000	4	13	6.62	-1.08	2.77	0.93
2000	4	14	6.02	-1.68	2.17	0.09
2000	4	15	6	-1.7	2.15	0.03
2000	4	16	6.39	-1.31	2.54	0
2000	4	17	5.95	-1.75	2.1	0.97
2000	4	18	8.43	0.73	4.58	0.01
2000	4	19	9.22	1.52	5.37	0.12
2000	4	20	12.75	5.05	8.9	0.28
2000	4	21	12.08	4.38	8.23	0.45
2000	4	22	11.34	3.64	7.49	0.26
2000	4	23	10.67	2.97	6.82	1.16
2000	4	24	9.57	1.87	5.72	1.28
2000	4	25	7.63	-0.07	3.78	2
2000	4	26	7.87	0.17	4.02	3.24
2000	4	27	10.49	2.79	6.64	0.01
2000	4	28	12.38	4.68	8.53	0
2000	4	29	11.68	3.98	7.83	0
2000	4	30	13.42	5.72	9.57	0
2000	5	1	13.63	2.53	8.08	0
2000	5	2	13.89	2.79	8.34	0
2000	5	3	13.42	2.32	7.87	0
2000	5	4	13.03	1.93	7.48	0
2000	5	5	12.68	1.58	7.13	0
2000	5	6	14.16	3.06	8.61	0
2000	5	7	15.98	4.88	10.43	0
2000	5	8	16.7	5.6	11.15	0
2000	5	9	16.34	5.24	10.79	0
2000	5	10	13.66	2.56	8.11	0
2000	5	11	14.27	3.17	8.72	0
2000	5	12	15.6	4.5	10.05	0
2000	5	13	17.36	6.26	11.81	0
2000	5	14	18.86	7.76	13.31	0
2000	5	15	18.25	7.15	12.7	0.11
2000	5	16	15.72	4.62	10.17	0.46
2000	5	17	13.41	2.31	7.86	0.21
2000	5	18	13.26	2.16	7.71	0.83
2000	5	19	12.64	1.54	7.09	0.22
2000	5	20	13	1.9	7.45	0.04
2000	5	21	14.66	3.56	9.11	0.12
2000	5	22	13.77	2.67	8.22	0
2000	5	23	13.21	2.11	7.66	0.14
2000	5	24	12.8	1.7	7.25	0.14
2000	5	25	12.37	1.27	6.82	0.12
2000	5	26	12.18	1.08	6.63	0.72
2000	5	27	11.32	0.22	5.77	1.74
2000	5	28	11.99	0.89	6.44	0.74
2000	5	29	12.76	1.66	7.21	0.32
2000	5	30	12.45	1.35	6.9	0.09
2000	5	31	13.19	2.09	7.64	0.12
2000	6	1	15.48	6.48	10.98	0.15
2000	6	2	12.9	3.9	8.4	0
2000	6	3	11.32	2.32	6.82	0.07
2000	6	4	10.33	1.33	5.83	0.26
2000	6	5	11.47	2.47	6.97	0.07
2000	6	6	12.75	3.75	8.25	0.11
2000	6	7	13.8	4.8	9.3	0.03
2000	6	8	13.68	4.68	9.18	0.03
2000	6	9	14.41	5.41	9.91	0.54
2000	6	10	14.5	5.5	10	0.28
2000	6	11	13.76	4.76	9.26	0.07
2000	6	12	16.55	7.55	12.05	0.36
2000	6	13	14.67	5.67	10.17	0.04
2000	6	14	14.57	5.57	10.07	0.01
2000	6	15	13.86	4.86	9.36	0
2000	6	16	14.69	5.69	10.19	0
2000	6	17	17.53	8.53	13.03	0
2000	6	18	18.28	9.28	13.78	0
2000	6	19	17.91	8.91	13.41	0.03
2000	6	20	17.5	8.5	13	0.01
2000	6	21	17.28	8.28	12.78	0.25
2000	6	22	15.92	6.92	11.42	0.31
2000	6	23	14.24	5.24	9.74	0.11
2000	6	24	13.66	4.66	9.16	0.2
2000	6	25	13.32	4.32	8.82	0
2000	6	26	13.56	4.56	9.06	0.01
2000	6	27	14.58	5.58	10.08	0
2000	6	28	14.21	5.21	9.71	0
2000	6	29	12.72	3.72	8.22	0.1
2000	6	30	13.59	4.59	9.09	0.01
2000	7	1	15.08	7.48	11.28	0
2000	7	2	15.75	8.15	11.95	0
2000	7	3	15.7	8.1	11.9	0
2000	7	4	14.49	6.89	10.69	0.02
2000	7	5	13.58	5.98	9.78	0
2000	7	6	12.67	5.07	8.87	0
2000	7	7	13.51	5.91	9.71	0.2
2000	7	8	14.52	6.92	10.72	0.5
2000	7	9	14.48	6.88	10.68	1.29
2000	7	10	13.83	6.23	10.03	0.4
2000	7	11	12.87	5.27	9.07	0.01
2000	7	12	13.89	6.29	10.09	0.01
2000	7	13	14.95	7.35	11.15	0.13
2000	7	14	14.52	6.92	10.72	0
2000	7	15	14.42	6.82	10.62	0
2000	7	16	14.24	6.64	10.44	0
2000	7	17	14.46	6.86	10.66	0
2000	7	18	17.63	10.03	13.83	0
2000	7	19	18.25	10.65	14.45	0
2000	7	20	17.34	9.74	13.54	0
2000	7	21	17.86	10.26	14.06	0
2000	7	22	17.65	10.05	13.85	0
2000	7	23	16.7	9.1	12.9	0.04
2000	7	24	14.92	7.32	11.12	0.12
2000	7	25	15.54	7.94	11.74	0.12
2000	7	26	16.89	9.29	13.09	0.12
2000	7	27	17.64	10.04	13.84	0.71
2000	7	28	17.29	9.69	13.49	0.58
2000	7	29	17.07	9.47	13.27	0.94
2000	7	30	17.43	9.83	13.63	0.09
2000	7	31	17.31	9.71	13.51	0.11
2000	8	1	18.67	10.07	14.37	0.01
2000	8	2	16.95	8.35	12.65	0.27
2000	8	3	17.02	8.42	12.72	0.06
2000	8	4	17.23	8.63	12.93	0.01
2000	8	5	17.92	9.32	13.62	0.01
2000	8	6	18.73	10.13	14.43	0.01
2000	8	7	16.11	7.51	11.81	0.88
2000	8	8	18.15	9.55	13.85	1.24
2000	8	9	18.53	9.93	14.23	0.1
2000	8	10	18.72	10.12	14.42	0
2000	8	11	17.17	8.57	12.87	0.01
2000	8	12	18.47	9.87	14.17	0.01
2000	8	13	18.49	9.89	14.19	1.06
2000	8	14	18.37	9.77	14.07	0.06
2000	8	15	17.21	8.61	12.91	0.07
2000	8	16	15.21	6.61	10.91	0.24
2000	8	17	14.76	6.16	10.46	0.72
2000	8	18	15.07	6.47	10.77	0.52
2000	8	19	14.45	5.85	10.15	1.54
2000	8	20	14.46	5.86	10.16	0.09
2000	8	21	14.23	5.63	9.93	0.05
2000	8	22	14.59	5.99	10.29	0
2000	8	23	15.56	6.96	11.26	0
2000	8	24	18.41	9.81	14.11	0
2000	8	25	18.7	10.1	14.4	0.17
2000	8	26	18.5	9.9	14.2	1.18
2000	8	27	17.25	8.65	12.95	0.45
2000	8	28	16.09	7.49	11.79	0
2000	8	29	15.61	7.01	11.31	0
2000	8	30	15.26	6.66	10.96	0.13
2000	8	31	16.61	8.01	12.31	0.61
2000	9	1	15.78	8.18	11.98	0.57
2000	9	2	14.54	6.94	10.74	0.04
2000	9	3	12.54	4.94	8.74	0
2000	9	4	14.36	6.76	10.56	0.02
2000	9	5	17.12	9.52	13.32	0.64
2000	9	6	15.02	7.42	11.22	0.4
2000	9	7	15.33	7.73	11.53	0.02
2000	9	8	15.5	7.9	11.7	0.03
2000	9	9	15.07	7.47	11.27	0.01
2000	9	10	14.48	6.88	10.68	0.28
2000	9	11	13.99	6.39	10.19	0.57
2000	9	12	14.48	6.88	10.68	0
2000	9	13	14.82	7.22	11.02	0.21
2000	9	14	14.87	7.27	11.07	0.01
2000	9	15	14.49	6.89	10.69	0
2000	9	16	14.98	7.38	11.18	0.03
2000	9	17	14.98	7.38	11.18	0.64
2000	9	18	12.88	5.28	9.08	0
2000	9	19	12.74	5.14	8.94	1.5
2000	9	20	14.97	7.37	11.17	0.18
2000	9	21	14.48	6.88	10.68	0.71
2000	9	22	15.82	8.22	12.02	0.04
2000	9	23	16.25	8.65	12.45	0.01
2000	9	24	17.33	9.73	13.53	0.01
2000	9	25	15.44	7.84	11.64	0
2000	9	26	14.65	7.05	10.85	0.66
2000	9	27	15.07	7.47	11.27	0.12
2000	9	28	12.25	4.65	8.45	0
2000	9	29	14.58	6.98	10.78	0.01
2000	9	30	14.67	7.07	10.87	0.06
2000	10	1	13.82	6.82	10.32	0.02
2000	10	2	13.1	6.1	9.6	0.04
2000	10	3	15.18	8.18	11.68	0.44
2000	10	4	12.67	5.67	9.17	0.05
2000	10	5	9.35	2.35	5.85	0.07
2000	10	6	10.29	3.29	6.79	0.08
2000	10	7	11.6	4.6	8.1	0.34
2000	10	8	10	3	6.5	0.01
2000	10	9	8.91	1.91	5.41	1.95
2000	10	10	10.42	3.42	6.92	1.34
2000	10	11	10.35	3.35	6.85	2.07
2000	10	12	12.24	5.24	8.74	1.28
2000	10	13	12.03	5.03	8.53	0.31
2000	10	14	12.45	5.45	8.95	0.1
2000	10	15	13.14	6.14	9.64	0.15
2000	10	16	11.62	4.62	8.12	0.21
2000	10	17	11.15	4.15	7.65	0.07
2000	10	18	12.26	5.26	8.76	0.12
2000	10	19	10.16	3.16	6.66	0.06
2000	10	20	10.36	3.36	6.86	0.14
2000	10	21	9.87	2.87	6.37	0
2000	10	22	9.35	2.35	5.85	0.18
2000	10	23	12.11	5.11	8.61	0.13
2000	10	24	11.97	4.97	8.47	0.49
2000	10	25	11.71	4.71	8.21	0.64
2000	10	26	10.16	3.16	6.66	0.23
2000	10	27	10.93	3.93	7.43	0.17
2000	10	28	10.16	3.16	6.66	1.65
2000	10	29	9.7	2.7	6.2	0.3
2000	10	30	6.95	-0.05	3.45	0.07
2000	10	31	8.2	1.2	4.7	0.11
2000	11	1	5.24	-0.46	2.39	0.04
2000	11	2	4.92	-0.78	2.07	0.07
2000	11	3	6.42	0.72	3.57	0.02
2000	11	4	6.65	0.95	3.8	0.15
2000	11	5	5.09	-0.61	2.24	0.08
2000	11	6	6.88	1.18	4.03	2.73
2000	11	7	8.63	2.93	5.78	2.13
2000	11	8	8.62	2.92	5.77	1.05
2000	11	9	8.84	3.14	5.99	0.03
2000	11	10	6.99	1.29	4.14	0.04
2000	11	11	6.99	1.29	4.14	0.32
2000	11	12	5.33	-0.37	2.48	0.35
2000	11	13	6.47	0.77	3.62	0.29
2000	11	14	7.21	1.51	4.36	0.17
2000	11	15	6.6	0.9	3.75	0.16
2000	11	16	6.47	0.77	3.62	0.01
2000	11	17	4.56	-1.14	1.71	0.14
2000	11	18	6.47	0.77	3.62	0.56
2000	11	19	6.02	0.32	3.17	2.11
2000	11	20	5.15	-0.55	2.3	0.1
2000	11	21	4.74	-0.96	1.89	0.39
2000	11	22	6.76	1.06	3.91	0.13
2000	11	23	6.34	0.64	3.49	0
2000	11	24	5.74	0.04	2.89	0.17
2000	11	25	7.24	1.54	4.39	0.2
2000	11	26	6.77	1.07	3.92	0.06
2000	11	27	6.17	0.47	3.32	0.03
2000	11	28	9	3.3	6.15	0.4
2000	11	29	12.14	6.44	9.29	0.32
2000	11	30	9.09	3.39	6.24	0.18
2000	12	1	10.76	5.86	8.31	0.16
2000	12	2	10.26	5.36	7.81	0.1
2000	12	3	8.67	3.77	6.22	0.13
2000	12	4	10.59	5.69	8.14	0.34
2000	12	5	11.12	6.22	8.67	0.49
2000	12	6	9.43	4.53	6.98	0.02
2000	12	7	8.49	3.59	6.04	0.41
2000	12	8	9.18	4.28	6.73	1.3
2000	12	9	9.1	4.2	6.65	0.57
2000	12	10	7.51	2.61	5.06	0.42
2000	12	11	6.75	1.85	4.3	0.01
2000	12	12	8.66	3.76	6.21	0.78
2000	12	13	6.95	2.05	4.5	1.41
2000	12	14	6.36	1.46	3.91	0.34
2000	12	15	1.89	-3.01	-0.56	0
2000	12	16	1.29	-3.61	-1.16	0
2000	12	17	0.62	-4.28	-1.83	0
2000	12	18	3.71	-1.19	1.26	0.01
2000	12	19	5.69	0.79	3.24	0.28
2000	12	20	8.59	3.69	6.14	0.39
2000	12	21	6.58	1.68	4.13	0.02
2000	12	22	5.57	0.67	3.12	0.02
2000	12	23	5.55	0.65	3.1	0.33
2000	12	24	3.03	-1.87	0.58	0.11
2000	12	25	0.55	-4.35	-1.9	0.01
2000	12	26	-1.66	-6.56	-4.11	0.01
2000	12	27	-3.96	-8.86	-6.41	0
2000	12	28	0.26	-4.64	-2.19	0.45
2000	12	29	0.14	-4.76	-2.31	0
2000	12	30	-0.25	-5.15	-2.7	0
2000	12	31	2.26	-2.64	-0.19	0.79
2001	1	1	5.83	-0.47	2.68	0.71
2001	1	2	6.95	0.65	3.8	0.05
2001	1	3	5.32	-0.98	2.17	0.74
2001	1	4	5.69	-0.61	2.54	0
2001	1	5	3.95	-2.35	0.8	0
2001	1	6	4.43	-1.87	1.28	0.53
2001	1	7	5.13	-1.17	1.98	0.21
2001	1	8	5.69	-0.61	2.54	0.05
2001	1	9	2.57	-3.73	-0.58	0
2001	1	10	1.71	-4.59	-1.44	0.09
2001	1	11	2.11	-4.19	-1.04	0
2001	1	12	2.78	-3.52	-0.37	0
2001	1	13	2.12	-4.18	-1.03	0
2001	1	14	0.9	-5.4	-2.25	0
2001	1	15	1.69	-4.61	-1.46	0
2001	1	16	-0.79	-7.09	-3.94	0
2001	1	17	-0.47	-6.77	-3.62	0
2001	1	18	1.84	-4.46	-1.31	0
2001	1	19	1.96	-4.34	-1.19	0.02
2001	1	20	1.64	-4.66	-1.51	0
2001	1	21	4.06	-2.24	0.91	0.12
2001	1	22	5.83	-0.47	2.68	1.65
2001	1	23	7.89	1.59	4.74	1.31
2001	1	24	7.14	0.84	3.99	0.35
2001	1	25	5.96	-0.34	2.81	0.89
2001	1	26	6.27	-0.03	3.12	0.44
2001	1	27	5.05	-1.25	1.9	0.02
2001	1	28	2.69	-3.61	-0.46	0
2001	1	29	3.06	-3.24	-0.09	0.02
2001	1	30	2.8	-3.5	-0.35	0.02
2001	1	31	3.96	-2.34	0.81	0
2001	2	1	4.13	-1.67	1.23	0.7
2001	2	2	6.2	0.4	3.3	0.26
2001	2	3	3.96	-1.84	1.06	0.35
2001	2	4	1.04	-4.76	-1.86	0.15
2001	2	5	1.13	-4.67	-1.77	0.26
2001	2	6	3	-2.8	0.1	1.5
2001	2	7	2.28	-3.52	-0.62	0
2001	2	8	0.16	-5.64	-2.74	0.01
2001	2	9	-0.59	-6.39	-3.49	0
2001	2	10	4.09	-1.71	1.19	1.88
2001	2	11	8.29	2.49	5.39	1.18
2001	2	12	7.79	1.99	4.89	0
2001	2	13	6.86	1.06	3.96	0
2001	2	14	6.7	0.9	3.8	0.01
2001	2	15	7.45	1.65	4.55	0
2001	2	16	4.84	-0.96	1.94	0.02
2001	2	17	6.26	0.46	3.36	0
2001	2	18	5.23	-0.57	2.33	0.08
2001	2	19	7.44	1.64	4.54	0
2001	2	20	7.71	1.91	4.81	0.04
2001	2	21	7.43	1.63	4.53	0.16
2001	2	22	5.29	-0.51	2.39	0.24
2001	2	23	2.98	-2.82	0.08	0.37
2001	2	24	0.73	-5.07	-2.17	0.23
2001	2	25	2.08	-3.72	-0.82	0.11
2001	2	26	0.92	-4.88	-1.98	0.42
2001	2	27	1.75	-4.05	-1.15	0.03
2001	2	28	-0.75	-6.55	-3.65	0.01
2001	3	1	-2.47	-9.97	-6.22	0
2001	3	2	-2.64	-10.14	-6.39	0
2001	3	3	-0.7	-8.2	-4.45	0.07
2001	3	4	2.53	-4.97	-1.22	0.4
2001	3	5	7.22	-0.28	3.47	0
2001	3	6	4.59	-2.91	0.84	0.06
2001	3	7	8.81	1.31	5.06	0.13
2001	3	8	9.89	2.39	6.14	0.05
2001	3	9	9.83	2.33	6.08	0.03
2001	3	10	10.43	2.93	6.68	0.1
2001	3	11	8.45	0.95	4.7	1.1
2001	3	12	5.77	-1.73	2.02	1.34
2001	3	13	6.4	-1.1	2.65	0.3
2001	3	14	6.53	-0.97	2.78	0.32
2001	3	15	4.35	-3.15	0.6	0.06
2001	3	16	3.77	-3.73	0.02	0.02
2001	3	17	4.39	-3.11	0.64	0.06
2001	3	18	3.68	-3.82	-0.07	0.03
2001	3	19	3.6	-3.9	-0.15	0
2001	3	20	3.94	-3.56	0.19	0.11
2001	3	21	4.93	-2.57	1.18	0.04
2001	3	22	4.67	-2.83	0.92	0.01
2001	3	23	5.57	-1.93	1.82	0.11
2001	3	24	5.36	-2.14	1.61	0.02
2001	3	25	4.76	-2.74	1.01	0
2001	3	26	4.44	-3.06	0.69	0.01
2001	3	27	5.72	-1.78	1.97	0.01
2001	3	28	6.83	-0.67	3.08	0.61
2001	3	29	7.13	-0.37	3.38	0.3
2001	3	30	8.55	1.05	4.8	0.22
2001	3	31	10.46	2.96	6.71	0.25
2001	4	1	10.46	2.46	6.46	0
2001	4	2	11.89	3.89	7.89	0.22
2001	4	3	8.56	0.56	4.56	0.53
2001	4	4	8.02	0.02	4.02	0.02
2001	4	5	7.58	-0.42	3.58	0
2001	4	6	7.18	-0.82	3.18	0.03
2001	4	7	8.21	0.21	4.21	0.05
2001	4	8	8.32	0.32	4.32	0.01
2001	4	9	9.29	1.29	5.29	0.28
2001	4	10	9.46	1.46	5.46	0.35
2001	4	11	8.11	0.11	4.11	0.03
2001	4	12	6.15	-1.85	2.15	0
2001	4	13	7.3	-0.7	3.3	0.08
2001	4	14	11.74	3.74	7.74	0.21
2001	4	15	8.83	0.83	4.83	0.4
2001	4	16	7.59	-0.41	3.59	0
2001	4	17	7.64	-0.36	3.64	0.85
2001	4	18	5.64	-2.36	1.64	0.45
2001	4	19	7.34	-0.66	3.34	0.2
2001	4	20	7.86	-0.14	3.86	0.03
2001	4	21	9.94	1.94	5.94	0.02
2001	4	22	9.26	1.26	5.26	0.03
2001	4	23	8.53	0.53	4.53	0.01
2001	4	24	9.97	1.97	5.97	0
2001	4	25	8.54	0.54	4.54	0.13
2001	4	26	9.35	1.35	5.35	0.01
2001	4	27	9.38	1.38	5.38	0.14
2001	4	28	8.87	0.87	4.87	0.57
2001	4	29	8.16	0.16	4.16	0.12
2001	4	30	9.7	1.7	5.7	0.12
2001	5	1	12.09	1.49	6.79	0
2001	5	2	13.71	3.11	8.41	0
2001	5	3	10.66	0.06	5.36	0.42
2001	5	4	10.82	0.22	5.52	0.02
2001	5	5	11.63	1.03	6.33	0
2001	5	6	13.51	2.91	8.21	0
2001	5	7	13.08	2.48	7.78	0
2001	5	8	13.31	2.71	8.01	0
2001	5	9	12.86	2.26	7.56	0
2001	5	10	15.14	4.54	9.84	0
2001	5	11	15.65	5.05	10.35	0
2001	5	12	17.64	7.04	12.34	0
2001	5	13	16.56	5.96	11.26	0.02
2001	5	14	14.15	3.55	8.85	0
2001	5	15	12.13	1.53	6.83	0.12
2001	5	16	12.55	1.95	7.25	0.51
2001	5	17	13.4	2.8	8.1	0.69
2001	5	18	12.83	2.23	7.53	0.04
2001	5	19	13.2	2.6	7.9	0.01
2001	5	20	14.77	4.17	9.47	0
2001	5	21	16.47	5.87	11.17	0
2001	5	22	17.86	7.26	12.56	0
2001	5	23	18.43	7.83	13.13	0
2001	5	24	17.35	6.75	12.05	0
2001	5	25	17.13	6.53	11.83	0
2001	5	26	18.33	7.73	13.03	0
2001	5	27	18.8	8.2	13.5	0.02
2001	5	28	17.81	7.21	12.51	0.06
2001	5	29	16.32	5.72	11.02	0.01
2001	5	30	15.5	4.9	10.2	0.23
2001	5	31	14.88	4.28	9.58	0.09
2001	6	1	13.42	5.22	9.32	0.98
2001	6	2	11.22	3.02	7.12	0.3
2001	6	3	12.61	4.41	8.51	0.01
2001	6	4	14.36	6.16	10.26	0.01
2001	6	5	14	5.8	9.9	0.01
2001	6	6	12	3.8	7.9	0.61
2001	6	7	10.21	2.01	6.11	0.68
2001	6	8	10.64	2.44	6.54	0.27
2001	6	9	10.9	2.7	6.8	0.18
2001	6	10	11.66	3.46	7.56	0
2001	6	11	13.63	5.43	9.53	0
2001	6	12	13.53	5.33	9.43	0
2001	6	13	13.79	5.59	9.69	0
2001	6	14	12.46	4.26	8.36	0.09
2001	6	15	11.82	3.62	7.72	0.38
2001	6	16	11.82	3.62	7.72	0.19
2001	6	17	12.25	4.05	8.15	0.1
2001	6	18	12.86	4.66	8.76	0.03
2001	6	19	16.5	8.3	12.4	0.58
2001	6	20	14.87	6.67	10.77	0
2001	6	21	14.4	6.2	10.3	0
2001	6	22	14.85	6.65	10.75	0
2001	6	23	15.93	7.73	11.83	0
2001	6	24	17.62	9.42	13.52	0.01
2001	6	25	18.65	10.45	14.55	0
2001	6	26	15.97	7.77	11.87	1.19
2001	6	27	16.87	8.67	12.77	0.02
2001	6	28	16.26	8.06	12.16	0.1
2001	6	29	17.62	9.42	13.52	0.12
2001	6	30	17.25	9.05	13.15	0
2001	7	1	17.35	9.85	13.6	0.01
2001	7	2	20.93	13.43	17.18	0.17
2001	7	3	18.98	11.48	15.23	0.04
2001	7	4	18.61	11.11	14.86	0
2001	7	5	17.32	9.82	13.57	0.01
2001	7	6	16.78	9.28	13.03	0.39
2001	7	7	16.62	9.12	12.87	0.72
2001	7	8	17.35	9.85	13.6	0.03
2001	7	9	16	8.5	12.25	0.01
2001	7	10	14.96	7.46	11.21	2.11
2001	7	11	13.89	6.39	10.14	0.99
2001	7	12	13.8	6.3	10.05	0.99
2001	7	13	12.39	4.89	8.64	0.45
2001	7	14	12.29	4.79	8.54	0.09
2001	7	15	13.13	5.63	9.38	0.21
2001	7	16	13.54	6.04	9.79	0.26
